以下、名無しにかわりましてVIPがお送りします<><>2008/08/07(木) 22:15:50.05 ID:bma4CqtX0<> 旅人18 ◆SuCC.iRRwgが、青春１８きっぷで本日北海道に上陸しました！！ <br>  <br> 札幌到着後、鬼畜安価だろうがその場所へと目指しますｗｗｗ <br> ただ、一応拒否権はありますけど＼(^o^)／ <br>  <br> 前スレ <br> http://yutori.2ch.net/test/read.cgi/news4vip/1218034599/l50 <br> http://mimizun.com/search/perl/dattohtml.pl?http://mimizun.com/log/2ch/news4vip/yutori.2ch.net/news4vip/kako/1218/12180/1218034599.dat <br>  <br> 前々スレ <br> http://yutori.2ch.net/test/read.cgi/news4vip/1218022062/l50 <br> http://mimizun.com/search/perl/dattohtml.pl?http://mimizun.com/log/2ch/news4vip/yutori.2ch.net/news4vip/kako/1218/12180/1218022062.dat <br>  <br> 昨年の旅スレ（同じく１８きっぷで青森から京都まで）  <br> http://mimizun.com/search/perl/dattohtml.pl?http://mimizun.com/log/2ch/news4vip/yutori.2ch.net/news4vip/kako/1205/12050/1205038901.dat  <br>  <br> http://mimizun.com/search/perl/dattohtml.pl?http://mimizun.com/log/2ch/news4vip/yutori.2ch.net/news4vip/kako/1205/12052/1205252128.dat  <br>  <br> http://mimizun.com/search/perl/dattohtml.pl?http://mimizun.com/log/2ch/news4vip/yutori.2ch.net/news4vip/kako/1205/12055/1205512475.dat  <br>  <br>  <>18切符で旅に出たい～青森から北海道に上陸
以下、名無しにかわりましてVIPがお送りします<><>2008/08/07(木) 22:17:13.23 ID:tsSayxEj0<> このスレもう無理じゃね？ <>
以下、名無しにかわりましてVIPがお送りします<><>2008/08/07(木) 23:18:45.17 ID:bfAuFTDS0<> 札幌最高ー（＾ω＾） <>
以下、名無しにかわりましてVIPがお送りします<>札幌<>2008/08/07(木) 23:23:23.66 ID:yODBVe6L0<> <a href="../test/read.cgi/news4vip/1218114950/14" target="_blank">&gt;&gt;14</a>蟹田から特急に乗ったんだよ、そのとき相席になった外人と木古内まで <br> 会話？した、その後は乗り継いで小樽までいった、窓からみえる海が穏やかで印象的だった <br> このあたりから携帯が駄目になった <br> 運河と天狗坂だっけ？それを観光した <br> 札幌についてからは立ち食いラーメンで夕食をとった、おばちゃんにチャーシューをおまけしてもらたよ <br> そんでネカフェ現在にいたる <>
以下、名無しにかわりましてVIPがお送りします<>sage<>2008/08/07(木) 23:26:19.77 ID:RPAyGVSB0<> 自動保守初めてですが深度400でいれてみました。 <br> 失敗してたらすまんｗｗ <>
以下、名無しにかわりましてVIPがお送りします<>１８切符<>2008/08/07(木) 23:31:39.28 ID:RPAyGVSB0<> これニコニコの二番煎じだろ <>
以下、名無しにかわりましてVIPがお送りします<>１８切符<>2008/08/07(木) 23:38:47.48 ID:RPAyGVSB0<> 距離けっこうあるぞｗｗｗ <>
以下、名無しにかわりましてVIPがお送りします<>札幌<>2008/08/07(木) 23:38:52.55 ID:yODBVe6L0<> <a href="../test/read.cgi/news4vip/1218114950/16" target="_blank">&gt;&gt;16</a> 9時くらいにでようと思う軽く札幌をあるくつもり <br> <a href="../test/read.cgi/news4vip/1218114950/20" target="_blank">&gt;&gt;20</a>ありがとう、でも携帯がなおらなかったらどうしよ <br> <a href="../test/read.cgi/news4vip/1218114950/21" target="_blank">&gt;&gt;21</a>そうなの？ <>
以下、名無しにかわりましてVIPがお送りします<>sage<>2008/08/07(木) 23:38:54.50 ID:WqzJSTBz0<> にこ動が2番煎じだけどなｗ <>
以下、名無しにかわりましてVIPがお送りします<><>2008/08/07(木) 23:41:41.16 ID:bma4CqtX0<> <a href="../test/read.cgi/news4vip/1218114950/23" target="_blank">&gt;&gt;23</a> <br> 好きなカラーを2色教えてｗ <br>  <>
以下、名無しにかわりましてVIPがお送りします<>sage<>2008/08/07(木) 23:43:55.99 ID:WqzJSTBz0<> 旅スレ乱立しすぎててウザいから <br> http://yutori.2ch.net/test/read.cgi/news4vip/1218115478/ <br>  <br> 釣りスネークをしてスレを混乱させようとしてるやつ居るから気をつけて <>
以下、名無しにかわりましてVIPがお送りします<>１８切符<>2008/08/07(木) 23:44:55.54 ID:RPAyGVSB0<> なんという放置ｗｗｗ <>
以下、名無しにかわりましてVIPがお送りします<><>2008/08/07(木) 23:58:07.53 ID:YlxREJKh0<> 　 _ 　 ∩ <br> (　ﾟ∀ﾟ)彡　深度550突破 <br> 　⊂彡 <>
以下、名無しにかわりましてVIPがお送りします<><>2008/08/08(金) 00:03:19.81 ID:9rCzLnJu0<> 保守入れますわ <>
以下、名無しにかわりましてVIPがお送りします<>****<>2008/08/08(金) 00:09:04.34 ID:9rCzLnJu0<> |ω・｀)ちらっと保守 <>
以下、名無しにかわりましてVIPがお送りします<>****<>2008/08/08(金) 00:16:05.46 ID:9rCzLnJu0<> 保守 <>
以下、名無しにかわりましてVIPがお送りします<>****<>2008/08/08(金) 00:23:41.65 ID:9rCzLnJu0<> (｀・ω・´)全力で保守 <>
以下、名無しにかわりましてVIPがお送りします<><>2008/08/08(金) 00:26:27.25 ID:VG54/wap0<> この保守好きだｗ <>
以下、名無しにかわりましてVIPがお送りします<>****<>2008/08/08(金) 00:36:14.32 ID:9rCzLnJu0<> 保守 <>
以下、名無しにかわりましてVIPがお送りします<>****<>2008/08/08(金) 00:46:15.53 ID:9rCzLnJu0<> |ω・｀)ちらっと保守 <>
以下、名無しにかわりましてVIPがお送りします<><>2008/08/08(金) 00:56:18.93 ID:9rCzLnJu0<> (｀・ω・´)全力で保守 <>
以下、名無しにかわりましてVIPがお送りします<><>2008/08/08(金) 01:06:21.99 ID:9rCzLnJu0<> 保守 <>
以下、名無しにかわりましてVIPがお送りします<><>2008/08/08(金) 01:16:25.85 ID:9rCzLnJu0<> |ω・｀)ちらっと保守 <>
以下、名無しにかわりましてVIPがお送りします<><>2008/08/08(金) 01:26:29.10 ID:9rCzLnJu0<> 保守 <>
以下、名無しにかわりましてVIPがお送りします<><>2008/08/08(金) 01:36:37.71 ID:9rCzLnJu0<> 保守 <>
以下、名無しにかわりましてVIPがお送りします<><>2008/08/08(金) 01:46:41.13 ID:9rCzLnJu0<> 保守 <>
以下、名無しにかわりましてVIPがお送りします<><>2008/08/08(金) 01:56:44.79 ID:9rCzLnJu0<> 保守 <>
以下、名無しにかわりましてVIPがお送りします<><>2008/08/08(金) 02:07:42.21 ID:9rCzLnJu0<> 保守 <>
以下、名無しにかわりましてVIPがお送りします<><>2008/08/08(金) 02:17:46.85 ID:9rCzLnJu0<> 保守 <>
以下、名無しにかわりましてVIPがお送りします<><>2008/08/08(金) 02:27:50.62 ID:9rCzLnJu0<> 保守 <>
以下、名無しにかわりましてVIPがお送りします<><>2008/08/08(金) 02:37:54.35 ID:9rCzLnJu0<> |ω・｀)ちらっと保守 <>
以下、名無しにかわりましてVIPがお送りします<><>2008/08/08(金) 02:47:56.51 ID:9rCzLnJu0<> |ω・｀)ちらっと保守 <>
以下、名無しにかわりましてVIPがお送りします<><>2008/08/08(金) 02:57:58.58 ID:9rCzLnJu0<> (｀・ω・´)全力で保守 <>
以下、名無しにかわりましてVIPがお送りします<><>2008/08/08(金) 03:08:01.82 ID:9rCzLnJu0<> 保守 <>
以下、名無しにかわりましてVIPがお送りします<><>2008/08/08(金) 03:18:19.29 ID:9rCzLnJu0<> 保守 <>
以下、名無しにかわりましてVIPがお送りします<><>2008/08/08(金) 03:28:23.36 ID:9rCzLnJu0<> |ω・｀)ちらっと保守 <>
以下、名無しにかわりましてVIPがお送りします<><>2008/08/08(金) 03:38:26.69 ID:9rCzLnJu0<> 保守 <>
以下、名無しにかわりましてVIPがお送りします<><>2008/08/08(金) 03:48:30.40 ID:9rCzLnJu0<> 保守 <>
以下、名無しにかわりましてVIPがお送りします<><>2008/08/08(金) 03:58:34.52 ID:9rCzLnJu0<> (｀・ω・´)全力で保守 <>
以下、名無しにかわりましてVIPがお送りします<><>2008/08/08(金) 04:08:37.47 ID:9rCzLnJu0<> (｀・ω・´)全力で保守 <>
以下、名無しにかわりましてVIPがお送りします<><>2008/08/08(金) 04:18:42.31 ID:9rCzLnJu0<> 保守 <>
以下、名無しにかわりましてVIPがお送りします<><>2008/08/08(金) 04:29:37.15 ID:9rCzLnJu0<> 保守 <>
以下、名無しにかわりましてVIPがお送りします<><>2008/08/08(金) 04:39:40.71 ID:9rCzLnJu0<> |ω・｀)ちらっと保守 <>
以下、名無しにかわりましてVIPがお送りします<><>2008/08/08(金) 04:49:43.43 ID:9rCzLnJu0<> 保守 <>
以下、名無しにかわりましてVIPがお送りします<><>2008/08/08(金) 04:59:56.10 ID:9rCzLnJu0<> 保守 <>
以下、名無しにかわりましてVIPがお送りします<><>2008/08/08(金) 05:09:59.83 ID:9rCzLnJu0<> 保守 <>
以下、名無しにかわりましてVIPがお送りします<><>2008/08/08(金) 05:20:02.83 ID:9rCzLnJu0<> 保守 <>
以下、名無しにかわりましてVIPがお送りします<><>2008/08/08(金) 05:30:06.30 ID:9rCzLnJu0<> 保守 <>
以下、名無しにかわりましてVIPがお送りします<><>2008/08/08(金) 05:40:29.23 ID:9rCzLnJu0<> 保守 <>
以下、名無しにかわりましてVIPがお送りします<><>2008/08/08(金) 05:50:33.10 ID:9rCzLnJu0<> 保守 <>
以下、名無しにかわりましてVIPがお送りします<><>2008/08/08(金) 06:00:36.69 ID:9rCzLnJu0<> 保守 <>
以下、名無しにかわりましてVIPがお送りします<><>2008/08/08(金) 06:10:39.68 ID:9rCzLnJu0<> 保守 <>
以下、名無しにかわりましてVIPがお送りします<><>2008/08/08(金) 06:20:42.34 ID:9rCzLnJu0<> 保守 <>
以下、名無しにかわりましてVIPがお送りします<><>2008/08/08(金) 06:30:45.73 ID:9rCzLnJu0<> 保守 <>
以下、名無しにかわりましてVIPがお送りします<><>2008/08/08(金) 06:40:48.51 ID:9rCzLnJu0<> 保守 <>
以下、名無しにかわりましてVIPがお送りします<><>2008/08/08(金) 06:50:51.34 ID:9rCzLnJu0<> 保守 <>
以下、名無しにかわりましてVIPがお送りします<><>2008/08/08(金) 07:00:54.94 ID:9rCzLnJu0<> 保守 <>
以下、名無しにかわりましてVIPがお送りします<><>2008/08/08(金) 07:10:57.35 ID:9rCzLnJu0<> 保守 <>
以下、名無しにかわりましてVIPがお送りします<><>2008/08/08(金) 07:21:00.90 ID:9rCzLnJu0<> 保守 <>
以下、名無しにかわりましてVIPがお送りします<><>2008/08/08(金) 07:31:08.32 ID:9rCzLnJu0<> 保守 <>
以下、名無しにかわりましてVIPがお送りします<><>2008/08/08(金) 07:41:11.18 ID:9rCzLnJu0<> |ω・｀)ちらっと保守 <>
以下、名無しにかわりましてVIPがお送りします<><>2008/08/08(金) 07:51:14.94 ID:9rCzLnJu0<> |ω・｀)ちらっと保守 <>
以下、名無しにかわりましてVIPがお送りします<><>2008/08/08(金) 08:01:17.26 ID:9rCzLnJu0<> 保守 <>
以下、名無しにかわりましてVIPがお送りします<><>2008/08/08(金) 08:11:20.83 ID:9rCzLnJu0<> 保守 <>
以下、名無しにかわりましてVIPがお送りします<>札幌<>2008/08/08(金) 08:17:35.82 ID:XS3IyYp/0<> おはよう、携帯かってに落ちるんだけどなにこれ？ <>
以下、名無しにかわりましてVIPがお送りします<><>2008/08/08(金) 08:22:03.72 ID:By+Wi6X60<> 万有引力の法則です <>
以下、名無しにかわりましてVIPがお送りします<>札幌<>2008/08/08(金) 08:24:09.20 ID:XS3IyYp/0<> <a href="../test/read.cgi/news4vip/1218114950/81" target="_blank">&gt;&gt;81</a>物理的でなく電源的な意味で <>
以下、名無しにかわりましてVIPがお送りします<><>2008/08/08(金) 08:29:07.79 ID:By+Wi6X60<> もしかして安価行動は難しかったりするか？ <>
以下、名無しにかわりましてVIPがお送りします<><>2008/08/08(金) 08:37:59.01 ID:n1h2k2rNO<> <a href="../test/read.cgi/news4vip/1218114950/82" target="_blank">&gt;&gt;82</a> <br> 故障かな('A｀) <br> ショップに見てもらうべきだね・・・って買ってから結構経つんなら代えてもいいかと <br>  <br> まだネカフェにいるのかな・・・旅スレで作成されたステッカーを渡そうと思ったけど <br>  <br>  <>
以下、名無しにかわりましてVIPがお送りします<>札幌<>2008/08/08(金) 08:38:01.67 ID:XS3IyYp/0<> いま安価だしてもいいが、報告する手段がない <br> 毎日ネカフェにとまれるとかぎらないし <>
以下、名無しにかわりましてVIPがお送りします<><>2008/08/08(金) 08:39:46.07 ID:n1h2k2rNO<> <a href="../test/read.cgi/news4vip/1218114950/85" target="_blank">&gt;&gt;85</a> <br> 安価は携帯を直してから <br>  <br> 駅前のネカフェにいるのかな・・・赤い方でサラ金ビルのとこか、緑の方でホテルのワンフロアの方のどっちか？？ <br>  <br>  <>
以下、名無しにかわりましてVIPがお送りします<><>2008/08/08(金) 08:46:30.77 ID:u4++cXsN0<> 今北産業 <>
以下、名無しにかわりましてVIPがお送りします<><>2008/08/08(金) 08:47:26.03 ID:n1h2k2rNO<> <a href="../test/read.cgi/news4vip/1218114950/87" target="_blank">&gt;&gt;87</a> <br> 青春18きっぷにて来道 <br> 今は札幌 <br> 携帯直して明日は安価の日 <>
以下、名無しにかわりましてVIPがお送りします<><>2008/08/08(金) 08:48:38.30 ID:u4++cXsN0<> <a href="../test/read.cgi/news4vip/1218114950/88" target="_blank">&gt;&gt;88</a> <br> thx <>
以下、名無しにかわりましてVIPがお送りします<>札幌<>2008/08/08(金) 08:50:47.20 ID:XS3IyYp/0<> 携帯ってすぐ直るもんなの？ <>
以下、名無しにかわりましてVIPがお送りします<><>2008/08/08(金) 08:53:35.46 ID:n1h2k2rNO<> <a href="../test/read.cgi/news4vip/1218114950/90" target="_blank">&gt;&gt;90</a> <br> チンゲがそうだったから <br> 案外あっさりみたいだね <br>  <br>  <>
以下、名無しにかわりましてVIPがお送りします<>札幌<>2008/08/08(金) 09:02:35.23 ID:XS3IyYp/0<> なんとかなるかもな、そろそろいくか <>
以下、名無しにかわりましてVIPがお送りします<><>2008/08/08(金) 09:04:28.31 ID:n1h2k2rNO<> <a href="../test/read.cgi/news4vip/1218114950/92" target="_blank">&gt;&gt;92</a> <br> 蛇したいが・・・ <br> どこにむかうの？？ <br>  <br> 今は札幌駅前から車で20分のエリアにいるお(^ω^) <br>  <br> ステッカーを渡したいけど(`･ω･´)  <>
以下、名無しにかわりましてVIPがお送りします<>sage<>2008/08/08(金) 09:04:57.26 ID:80beFhSnO<> がんばれ！応援してるぜ <>
以下、名無しにかわりましてVIPがお送りします<><>2008/08/08(金) 09:15:00.75 ID:9rCzLnJu0<> 保守 <>
以下、名無しにかわりましてVIPがお送りします<><>2008/08/08(金) 09:25:03.66 ID:9rCzLnJu0<> |ω・｀)ちらっと保守 <>
以下、名無しにかわりましてVIPがお送りします<><>2008/08/08(金) 09:35:07.01 ID:9rCzLnJu0<> 保守 <>
以下、名無しにかわりましてVIPがお送りします<><>2008/08/08(金) 10:35:14.80 ID:VG54/wap0<> ？ <>
以下、名無しにかわりましてVIPがお送りします<><>2008/08/08(金) 11:07:48.30 ID:9rCzLnJu0<> 手動保守 <>
以下、名無しにかわりましてVIPがお送りします<><>2008/08/08(金) 11:50:11.79 ID:VG54/wap0<> ？？ <>
以下、名無しにかわりましてVIPがお送りします<><>2008/08/08(金) 12:32:11.46 ID:FzxPbhrw0<> ☆ <>
以下、名無しにかわりましてVIPがお送りします<><>2008/08/08(金) 12:59:08.79 ID:FzxPbhrw0<> ☆ <>
以下、名無しにかわりましてVIPがお送りします<><>2008/08/08(金) 13:00:30.26 ID:FzxPbhrw0<> ☆ <>
以下、名無しにかわりましてVIPがお送りします<><>2008/08/08(金) 13:32:48.52 ID:FzxPbhrw0<> ☆ <>
以下、名無しにかわりましてVIPがお送りします<><>2008/08/08(金) 14:05:42.27 ID:VG54/wap0<> ？？？ <>
以下、名無しにかわりましてVIPがお送りします<><>2008/08/08(金) 14:09:14.14 ID:UfD/RrnuO<> まだ札幌なら遊ぼうぜ <>
以下、名無しにかわりましてVIPがお送りします<><>2008/08/08(金) 14:44:04.61 ID:FzxPbhrw0<> ☆ <>
以下、名無しにかわりましてVIPがお送りします<><>2008/08/08(金) 15:11:05.37 ID:FzxPbhrw0<> ☆ <>
以下、名無しにかわりましてVIPがお送りします<><>2008/08/08(金) 15:29:53.97 ID:FzxPbhrw0<> ☆ <>
以下、名無しにかわりましてVIPがお送りします<><>2008/08/08(金) 15:34:34.14 ID:VG54/wap0<> バイト行かなきゃ('A`)　保守がんがってﾉｼ <>
以下、名無しにかわりましてVIPがお送りします<><>2008/08/08(金) 15:37:49.17 ID:FzxPbhrw0<> <a href="../test/read.cgi/news4vip/1218114950/110" target="_blank">&gt;&gt;110</a> <br> ﾉｼ <>
以下、名無しにかわりましてVIPがお送りします<><>2008/08/08(金) 15:55:11.86 ID:FzxPbhrw0<> ☆ <>
以下、名無しにかわりましてVIPがお送りします<><>2008/08/08(金) 16:09:12.17 ID:uSFvCbyZ0<> ☆ <>
以下、名無しにかわりましてVIPがお送りします<><>2008/08/08(金) 16:29:24.84 ID:uSFvCbyZ0<> ☆ <>
以下、名無しにかわりましてVIPがお送りします<><>2008/08/08(金) 16:49:07.22 ID:FzxPbhrw0<> ☆ <>
以下、名無しにかわりましてVIPがお送りします<><>2008/08/08(金) 17:15:02.24 ID:uSFvCbyZ0<> ☆ <>
以下、名無しにかわりましてVIPがお送りします<><>2008/08/08(金) 17:32:44.47 ID:FzxPbhrw0<> ☆ <>
以下、名無しにかわりましてVIPがお送りします<><>2008/08/08(金) 17:54:07.30 ID:FzxPbhrw0<> ☆ <>
以下、名無しにかわりましてVIPがお送りします<><>2008/08/08(金) 18:22:54.61 ID:FzxPbhrw0<> ☆ <>
以下、名無しにかわりましてVIPがお送りします<><>2008/08/08(金) 18:47:48.67 ID:FzxPbhrw0<> ☆ <>
以下、名無しにかわりましてVIPがお送りします<><>2008/08/08(金) 18:48:12.38 ID:FzxPbhrw0<> ☆ <>
以下、名無しにかわりましてVIPがお送りします<><>2008/08/08(金) 19:11:05.69 ID:FzxPbhrw0<> ☆ <>
以下、名無しにかわりましてVIPがお送りします<><>2008/08/08(金) 19:38:10.69 ID:FzxPbhrw0<> ☆ <>
以下、名無しにかわりましてVIPがお送りします<><>2008/08/08(金) 19:59:41.17 ID:FzxPbhrw0<> ☆ <>
以下、名無しにかわりましてVIPがお送りします<><>2008/08/08(金) 20:19:54.90 ID:FzxPbhrw0<> ☆ <>
以下、名無しにかわりましてVIPがお送りします<>旭川<>2008/08/08(金) 20:22:17.86 ID:paqeaI260<> 保守ありがとうございます <br> 携帯はあいかわらずつながらない・・・ <>
サッポロちゃん<><>2008/08/08(金) 20:23:59.41 ID:2FicwfUM0<> おいすー（＾ω＾）ノ <br> サッポロちゃんだおー（＾ω＾） <br>  <br> 札幌最高ー（＾ω＾） <>
以下、名無しにかわりましてVIPがお送りします<>sage<>2008/08/08(金) 20:40:34.51 ID:OYmrYlwm0<> <a href="../test/read.cgi/news4vip/1218114950/126" target="_blank">&gt;&gt;126</a> <br> <a href="../test/read.cgi/news4vip/1218114950/10-11" target="_blank">&gt;&gt;10-11</a>のは全部だめ？ <br> 必要ならauショップ検索するぞ <>
以下、名無しにかわりましてVIPがお送りします<><>2008/08/08(金) 20:44:10.45 ID:FzxPbhrw0<> ☆ <>
以下、名無しにかわりましてVIPがお送りします<>旭川<>2008/08/08(金) 20:45:16.07 ID:paqeaI260<> <a href="../test/read.cgi/news4vip/1218114950/128" target="_blank">&gt;&gt;128</a>携帯はおちなくなったけど <br> Webが混雑がずっとなってる <br> 携帯でみれなかったから全部はまだためしてない <>
以下、名無しにかわりましてVIPがお送りします<><>2008/08/08(金) 20:56:07.33 ID:HfxW6FBv0<> <a href="../test/read.cgi/news4vip/1218114950/126" target="_blank">&gt;&gt;126</a> <br> 修理には出してみたの？ <br> まだ札幌かな？ <br> 明日の予定は？ <>
以下、名無しにかわりましてVIPがお送りします<><>2008/08/08(金) 20:57:45.98 ID:XlMTsYyr0<> がんばって恐山で安価取るお（＾ω＾）  <>
以下、名無しにかわりましてVIPがお送りします<>旭川<>2008/08/08(金) 21:02:26.24 ID:paqeaI260<> <a href="../test/read.cgi/news4vip/1218114950/131" target="_blank">&gt;&gt;131</a>修理にはだしてない　今旭川 <br> <a href="../test/read.cgi/news4vip/1218114950/132" target="_blank">&gt;&gt;132</a>それ青森じゃね？ <>
以下、名無しにかわりましてVIPがお送りします<><>2008/08/08(金) 21:12:51.20 ID:HfxW6FBv0<> <a href="../test/read.cgi/news4vip/1218114950/133" target="_blank">&gt;&gt;133</a> <br> 今日は札幌から一本で旭川に行ったの？？ <>
以下、名無しにかわりましてVIPがお送りします<>旭川<>2008/08/08(金) 21:18:25.16 ID:paqeaI260<> いや南千歳と苫小牧によってからいった <>
以下、名無しにかわりましてVIPがお送りします<>sage<>2008/08/08(金) 21:25:54.80 ID:OYmrYlwm0<> <a href="../test/read.cgi/news4vip/1218114950/130" target="_blank">&gt;&gt;130</a> <br> 俺もauだけど2ｃｈに直接とべっかんこは見れない。 <br> <a href="../test/read.cgi/news4vip/1218114950/11" target="_blank">&gt;&gt;11</a>のやつは書き込みもおｋだったよ。 <br>  <br> 旭川のどこに居るかわからないから駅近くのとこ <br> auショップ　旭川駅前 宮下通８丁目　旭川西武Ｂ館横１Ｆ  <br> 営業は朝10時から <>
以下、名無しにかわりましてVIPがお送りします<>旭川<>2008/08/08(金) 21:34:05.51 ID:paqeaI260<> <a href="../test/read.cgi/news4vip/1218114950/136" target="_blank">&gt;&gt;136</a>ありがとう <br> 今日ホテルだからもどらないといけないんだ <br> 明日どうしよ？ <>
以下、名無しにかわりましてVIPがお送りします<><>2008/08/08(金) 21:36:18.93 ID:HfxW6FBv0<> <a href="../test/read.cgi/news4vip/1218114950/137" target="_blank">&gt;&gt;137</a> <br> 安価 <>
以下、名無しにかわりましてVIPがお送りします<><>2008/08/08(金) 21:38:24.09 ID:HfxW6FBv0<> 安価がリスキーだったら、いっそ稚内を目指してｗｗｗ <br>  <br> 最北端の地だからｗｗｗ <br>  <br> ネカフェもあるようだしｗｗｗ <br>  <br>  <>
以下、名無しにかわりましてVIPがお送りします<><>2008/08/08(金) 21:39:00.65 ID:HfxW6FBv0<> http://orz.2ch.io/  <br>  <br> これだったら大丈夫だよｗｗｗ <>
以下、名無しにかわりましてVIPがお送りします<>旭川<>2008/08/08(金) 21:48:18.66 ID:paqeaI260<> 安価できる人数いないから稚内でもいいかもな <br> 寄り道してくかもしれない <br> 携帯つかえたらかきこむ <>
