以下、VIPにかわりましてパー速民がお送りします<><>2009/06/11(木) 22:17:23.38 ID:uQTO8LM0<>前スレ <br>【自転車】ニートの俺が日本縦断【安価】 <br>http://yutori.2ch.net/test/read.cgi/news4viptasu/1244211667/ <br><>【自転車】チャリンダーが日本縦断part2【安価】
以下、VIPにかわりましてパー速民がお送りします<><>2009/06/11(木) 23:05:04.49 ID:ORTDfMAO<>こ、ここがパー速…<>
以下、VIPにかわりましてパー速民がお送りします<>sage<>2009/06/18(木) 20:01:17.71 ID:ApVWh4Uo<>北海道行くなら富良野や旭山動物園は基本だよな<br><br>あと北方領土の写メも見たいな　それから釧路もおさえとけ<br><br>チャリンダー頼んだぞ<>
以下、VIPにかわりましてパー速民がお送りします<>sage<>2009/06/18(木) 20:02:37.84 ID:GBAKYsDO<>どこまで行けるかチャレンジしてんだろ？頑張れよ！<>
以下、VIPにかわりましてパー速民がお送りします<>sage<>2009/06/18(木) 20:04:59.67 ID:lMuyzASO<>北海道のバス停は屋根付き扉付きが多いけど、寝袋は必須かと。<br>あと風呂入る金があったら飯と水の確保しておかないと遭難する。<>
以下、VIPにかわりましてパー速民がお送りします<>sage<>2009/06/18(木) 20:05:00.59 ID:lxNvGQAO<>まだ来ないんだが、まさか迷ってる？ｗｗ<br>ヨーカ堂から家まで５キロ弱位なんだが…<>
以下、VIPにかわりましてパー速民がお送りします<><>2009/06/18(木) 20:07:25.00 ID:G7KZnGMo<>&gt;&gt;12<br>&gt;ﾁｬﾘﾝﾀﾞｰはもうお金ないんだよ<br><br>それをスレ住民が知らないとでも？・・・<br>ゴメン、触っちゃいけない人だったみたいね。<br><>
以下、VIPにかわりましてパー速民がお送りします<>sage<>2009/06/18(木) 20:15:24.59 ID:Ugw.cUAO<>一応新スレ乙。<br><br>寝てる間に事が大分進んだようだなｗｗ<br><br>つまりは<br>・チャリンダー的にも宗谷岬に行きたい。<br>・が、金も装備もない。<br>・でも出きる旅は限り辞めたくない<br>ってことだな？<br><br>多分スレ住民的にも宗谷岬賛成したいんだけど、如何せん夏とはいえ北海道に挑むには資金的にも装備的にも厳しいと見るより無い。<br><br>もし本当に宗谷岬目指すとしたらチャリンダーはここで一つ大きな決断を下さなければならない。<br><br><br>チャリンダーよ。借金しろ。<br><br><br>銀行のカードなら案外簡単に借りれる。ニートの身分で借金するのは辛いかもしれんがもう方法としてはこれしかない。<br><br>俺達はお前の旅を応援してるがお前が怪我したり死んだりそれでなくても旅を楽しめないのを見たくはないんだ。<br>長くなったが出来れば良く良く考えて欲しい。<>
以下、VIPにかわりましてパー速民がお送りします<><>2009/06/18(木) 20:15:28.10 ID:EUy1bAAO<>ぎょ 迷ってるかも<br>もしかしたら糖分不足で頭回ってないかなあ<br>眠いって言ってたし、行き倒れてないといいが<br><>
以下、VIPにかわりましてパー速民がお送りします<><>2009/06/18(木) 20:21:00.97 ID:G8kObEI0<>なに？金がないのか!!!抱かせろ！金やる!!!!!<>
以下、VIPにかわりましてパー速民がお送りします<><>2009/06/18(木) 20:21:27.15 ID:R3HmMcg0<>&gt;&gt;17<br>じゃあおまいの言うとおり、宿と風呂とカロリー補給を毎日欠かさずに<br>最北端までいけると思うのか？たぶん札幌到達時点で金が尽きると思うぞ<br>しかも帰り道の東京まで１万円しかなかったとしたら<br><>
以下、VIPにかわりましてパー速民がお送りします<><>2009/06/18(木) 20:21:28.54 ID:VpYpj.oo<>&gt;&gt;20<br>お前ｗｗｗｗｗｗｗｗｗｗｗｗ<>
以下、VIPにかわりましてパー速民がお送りします<>sage<>2009/06/18(木) 20:23:25.00 ID:SNUoYjUo<>野宿・・・は流石に北海道だと無理か<br>となるとやっぱり&gt;&gt;20が&gt;&gt;1を抱ｋ（ry<>
以下、VIPにかわりましてパー速民がお送りします<><>2009/06/18(木) 20:24:27.13 ID:R3HmMcg0<>たぶん今から東京引き換えしてギリギリお金が持つくらいのレベルだと思うよ<br>それでも最北端行って、東京に戻るってのか、しかも宿風呂メシ込みで１万円<br>どう考えてもｗｗ<>
以下、VIPにかわりましてパー速民がお送りします<><>2009/06/18(木) 20:27:00.43 ID:EUy1bAAO<>ここでもめても仕方ない<br>決断を待とう<br>彼はなかなか頑固だからな<br><br>ちょっと悲壮感漂ってきたねｗｗ<br>楽しく続けば何よりだったが<>
以下、VIPにかわりましてパー速民がお送りします<>sage<>2009/06/18(木) 20:39:17.08 ID:XWtCLKA0<>この際本州最東西南北端ってどうだ？　　日本語が変だなorz<br><br>本州最北端を目指すなら、本州最東端も是非ｗｗｗｗｗｗｗｗ<br>広い日本中でみると意外と近かったりする。<br>それは、岩手県宮古市だからｗｗｗｗｗｗｗｗ＠岩手県人<>
以下、VIPにかわりましてパー速民がお送りします<>sage<>2009/06/18(木) 20:47:02.36 ID:42h1nHY0<>あえなくスルーされてしまったので…現実可能そうな(？)ルート<br><br>1日目:苫小牧港～石狩88.4km ライダーハウスKAZE 無料<br>石狩市弁天町(あそびーち石狩):近くに温泉、コンビニあり<br><br>2日目:石狩～留萌113.8km みつばちハウス留萌ARF 無料<br>北海道留萌市栄町2:街中 近くに銭湯あり 住み着いてる人がいるので注意<br><br>3日目:留萌～天塩111.3km 鏡沼海浜公園キャンプ場ライダーハウス 300円<br>天塩郡天塩町字更岸7476 <br><br>4日目:天塩～宗谷岬～稚内 123.3km ライダーハウスみどり湯 1000円 <br>北海道稚内市緑1丁目10-23:街中 銭湯370円 町外れなら500円のライダーハウスあり<br><br>ちなみにKAZEだけ泊まった。(他はテント泊)石狩～留萌間以外は平坦で走りやすいｗｗ<br>満員だったり、微妙に情報が変わっててもあしからず。<>
以下、VIPにかわりましてパー速民がお送りします<><>2009/06/18(木) 20:47:19.64 ID:1MXDYt20<>ふつうに考えたら、残金で秋田の実家に一時帰るけどな。<br>そこで資金と体勢を整えて再出発。<br>なぜ帰らん？<>
以下、VIPにかわりましてパー速民がお送りします<>sage<>2009/06/18(木) 20:49:38.94 ID:ApVWh4Uo<>地元へは人生終えるために帰るのかな<>
以下、VIPにかわりましてパー速民がお送りします<>sage<>2009/06/18(木) 20:51:28.60 ID:lxNvGQAO<>さっき合流したｗｗ<br>晩飯にチャーハン作ったおｗｗｗｗ<>
以下、VIPにかわりましてパー速民がお送りします<><>2009/06/18(木) 20:54:33.17 ID:.Q1M9vYo<>&gt;&gt;30<br>おっ、よかった！乙です<br><br>チャーハン見たい。いや、食いたい！！<>
以下、VIPにかわりましてパー速民がお送りします<>sage<>2009/06/18(木) 20:55:07.07 ID:42h1nHY0<>乙！今夜は手料理ｗｗ<>
以下、VIPにかわりましてパー速民がお送りします<><>2009/06/18(木) 21:03:39.79 ID:JRpS0NM0<>心配したぜ！スネーク良い人でよかった。<br>問題いろいろあるけど、初めから見てるからなんとか納得いくかたちで終わってほしい。<br>なにもできないからもどかしいぜ<>
以下、VIPにかわりましてパー速民がお送りします<><>2009/06/18(木) 21:16:34.86 ID:G8kObEI0<>ね～ね～！返事ま～だ～！<>
以下、VIPにかわりましてパー速民がお送りします<>sage<>2009/06/18(木) 21:28:36.41 ID:7h5cmv20<>&gt;&gt;27<br>すまん、情報知りたい！（個人的にも）と思ってたんだが、なかなか書き込みできんかったｗｗ<br>かなり安いんだなー<br>右周り？俺も車で回ったのと同じルートだ<br>キャンプ場もライダーハウスもぼちぼちいい感覚であったような思い出<br><br>&gt;&gt;30<br>本当に乙です＞＜<>
以下、VIPにかわりましてパー速民がお送りします<><>2009/06/18(木) 21:36:46.39 ID:MkFJ2f60<>残金はＡＴＭ使えないから引き出せないだけで、口座には貯め込んでるんじゃね？<br>数年前から三菱で口座開くと自動的にクレジットカード付きのキャッシュカードになったと思う。<br>もし残高無くてもキャッシング回しで文字通りチャリンダーになれるじゃんｗｗ<>
以下、VIPにかわりましてパー速民がお送りします<>sage<>2009/06/18(木) 22:00:55.94 ID:ApVWh4Uo<>それはちゃりんかーだｗｗｗｗｗｗｗｗ<>
以下、VIPにかわりましてパー速民がお送りします<>sage<>2009/06/18(木) 22:05:02.63 ID:7bmZGKoo<>自動的にクレジットカードだってｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗ<br>んなの出来るわけねえだろ、クレジットカード作るのには信用情報は必須なんだ。<br>口座のついでに出来ました、じゃない。<br>自分の意思で申請したからクレジットカードが出来るんだ、自動でなんて作ったら金融庁から叩きのめされるわ。<>
以下、VIPにかわりましてパー速民がお送りします<><>2009/06/18(木) 22:13:29.58 ID:RM1vWs6o<>&gt;&gt;31<br>画像撮り忘れたらしいｗｗ<br><br><br>明日は迷わないようにと思って、車でルート案内してきた。<br>ﾁｬﾘﾝﾀﾞｰとも話し合ったんだけど残金と残り日数を考えて<br>八戸からフェリーに乗ることにしたみたいだ。<br>ﾁｬﾘﾝﾀﾞｰは風呂に入ってるからあがり次第なにかしらの説明がされるはず。<br><br><br><br>の、覗きなんかしないんだからねっ！！(///)<>
以下、VIPにかわりましてパー速民がお送りします<>sage<>2009/06/18(木) 22:17:07.34 ID:XWtCLKA0<>パンチュ　うｐ！<br><br><br>チャリンダーのは見たくないかｗｗｗｗ<>
以下、VIPにかわりましてパー速民がお送りします<>sage<>2009/06/18(木) 22:18:46.92 ID:Ugw.cUAO<>&gt;&gt;38<br>ところがどっこいあるのだよｗｗ<br>三菱東京UFJはカード作るとき『クレジットつけます？』って問いにＹＥＳ！で答えると10万円までは無担保無審査で借りれるのだよ<>
以下、VIPにかわりましてパー速民がお送りします<>sage<>2009/06/18(木) 22:19:58.34 ID:rRV7eEDO<>&gt;&gt;36<br>マグ…おっとっと…ｹﾞﾌﾝｹﾞﾌﾝ<br><br>八戸スネークさん乙ｗｗｗｗ<br>ＧＪ！<>
以下、VIPにかわりましてパー速民がお送りします<>sage<>2009/06/18(木) 22:21:02.33 ID:7h5cmv20<>何といいお人や～～～～～～～～<br>覗いてもいいですよ！俺らが許す！！！<>
以下、VIPにかわりましてパー速民がお送りします<>sage<>2009/06/18(木) 22:21:13.26 ID:rRV7eEDO<>安価ミスった<br>&gt;&gt;39だった  ｽﾏｿ<>
以下、VIPにかわりましてパー速民がお送りします<>sage<>2009/06/18(木) 22:23:15.07 ID:XWtCLKA0<>&gt;&gt;39<br>乙！！<br><br>久々あの部屋見たかったぜｗｗｗｗ<>
以下、VIPにかわりましてパー速民がお送りします<>sage<>2009/06/18(木) 22:24:04.28 ID:MkFJ2f60<>世間知らず乙。<br>釣りにマジレスすると今は新規口座開設時にクレジット機能の同時申し込みがデフォ。<br>建前はともかく口座状況丸見えだしな。<br>しかも三菱は当初皿系保証会社つけてたんでブラック属性以外は大抵通ってたかと。<br><>
以下、VIPにかわりましてパー速民がお送りします<>sage<>2009/06/18(木) 22:26:44.61 ID:FgMJfaYo<>&gt;&gt;41<br>まぁ、自動ではないわな。クレカの勧誘があるってだけだろそれ。<>
以下、VIPにかわりましてパー速民がお送りします<>sage<>2009/06/18(木) 22:27:37.02 ID:42h1nHY0<>&gt;&gt;35<br>日本は時計回りの方が海を眺めながら走れるので気分良いよなｗｗ<br><br>チャリンダーって毎日平均何kmぐらい走ってるんだろ?<br>迷走してるので良く分からんｗｗ(ちなみに自分は大阪～青森で12日<br><br>&gt;&gt;39<br>おっ、と言う事は&gt;&gt;27のルート予定？<br>この間隔なら走れるよな??<>
以下、VIPにかわりましてパー速民がお送りします<><>2009/06/18(木) 22:28:01.77 ID:RM1vWs6o<>風呂上がるのはえぇぇぇぇ！！！<br><br><br>ﾁｯ<>
以下、VIPにかわりましてパー速民がお送りします<>sage<>2009/06/18(木) 22:30:02.67 ID:7bmZGKoo<>カードにクレジットつけるか否か、ちゃんと聞いてるって自分で認めててなにを言ってんだ？<br>つけるという意思を受けて信用調査したうえでクレジット機能つけてるだろ。<br>当然ハネられるヤツもいるから自動なわきゃないだろ。<br>ついでににMUFGのキャッシングはアコムに移行されたぞ。<br>銀行カードだと思っててもサラ金から借りてることになるんだな。<>
以下、VIPにかわりましてパー速民がお送りします<>sage<>2009/06/18(木) 22:30:40.80 ID:DOFeXgDO<>誰かお金を恵んであげたら？<>
以下、VIPにかわりましてパー速民がお送りします<>sage<>2009/06/18(木) 22:32:17.73 ID:SNUoYjUo<>メシとかなら大丈夫なんだがなあ・・・<>
以下、VIPにかわりましてパー速民がお送りします<><>2009/06/18(木) 22:32:26.44 ID:R3HmMcg0<>ところでいくら残ってんの<br>１万円とか言ってみたけど八戸からフェリー乗れるってことは２万はあるのかな<>
以下、VIPにかわりましてパー速民がお送りします<><>2009/06/18(木) 22:34:40.56 ID:S8dzBjY0<>YOU、しとけ。<>
以下、VIPにかわりましてパー速民がお送りします<>sage<>2009/06/18(木) 22:42:10.50 ID:DOFeXgDO<>本人は現生を望んでるから誰かお小遣いをあげたら？<>
以下、VIPにかわりましてパー速民がお送りします<><>2009/06/18(木) 22:45:49.66 ID:GBAKYsDO<>&gt;&gt;49 <br>残念だったなｗｗ<>
以下、VIPにかわりましてパー速民がお送りします<><>2009/06/18(木) 22:54:38.49 ID:G8kObEI0<>甘やかすな！体で払わせろ！2泊もしてんじゃねーよ！馬鹿じゃねｗｗｗｗｗｗｗｗ<br><br>ところで返事まだ！チンチン!<>
以下、VIPにかわりましてパー速民がお送りします<>sage<>2009/06/18(木) 22:57:39.43 ID:7h5cmv20<>&gt;&gt;57<br>一晩いくら？　5万くれるなら俺が・・・・照<>
以下、VIPにかわりましてパー速民がお送りします<><>2009/06/18(木) 22:58:25.36 ID:VpYpj.oo<>金の支援はどうだろう・・・<>
以下、VIPにかわりましてパー速民がお送りします<><>2009/06/18(木) 22:59:37.24 ID:VpYpj.oo<>あ、&gt;&gt;59は「よくない」という意味の「どうだろう」な<>
以下、VIPにかわりましてパー速民がお送りします<><>2009/06/18(木) 23:00:32.70 ID:G8kObEI0<>&gt;&gt;58<br>一晩5万だと！舐めてんの？2000～3000円が相場。<>
以下、VIPにかわりましてパー速民がお送りします<>sage<>2009/06/18(木) 23:05:26.84 ID:XWtCLKA0<>さて、熱い夜の始まりか・・・ｱｯｰｗｗｗｗ<>
ﾁｬﾘﾝﾀﾞｰ<><>2009/06/18(木) 23:12:46.49 ID:CdPKu6AO<>お待たせです<br>突然なんだが、安価の旅を辞めようと思う<br>本当に申し訳ない<br><br>これからは、自分の意志で日本最北端目指して旅を続けようと思います<br><br>先ずは、今の資金でと残り時間では、大間に行き、函館から最北端は絶望的だと判断しました<br><br>そのため、予定を変更して、明日の朝8:35に八戸→苫小牧行きのフェリーに乗ります<br><br>そこから、函館まで何とか行き、後はみんなからこれまで頂いた情報を頼りに、そのルートで最短距離で最北端まで突っ切ります<br><br>最初は軽い気持ちで旅を始めましたが、ここ青森まで来て、北海道まで目と鼻の距離なんだと思うと、どうしても行きたくなりました<br><br>生涯、もうこれほどの長距離を旅する事は２度とできないでしょう<br><br>自分人生最大のチャンスが来た今、悔いを残さないよう、最北端で旅を終わらせたいと思います<>
以下、VIPにかわりましてパー速民がお送りします<>sage<>2009/06/18(木) 23:16:01.31 ID:7h5cmv20<>&gt;&gt;63<br>オッケイ！応援するぜー！<br>最短距離って内陸を昇る感じかな？<>
以下、VIPにかわりましてパー速民がお送りします<><>2009/06/18(木) 23:16:01.99 ID:G8kObEI0<>ちょっとまて！スレ続けるんだろ？続けないとゆるさんぞ!!!<br>スレを続けてるといいことあるぜ！旅は終わらない！<>
以下、VIPにかわりましてパー速民がお送りします<><>2009/06/18(木) 23:17:41.52 ID:RM1vWs6o<>&gt;&gt;63<br>苫小牧から函館行ったら逆走だぞｗｗｗｗｗｗ<br>最北端目指すなら苫小牧から札幌目指してさらに北上<>
以下、VIPにかわりましてパー速民がお送りします<><>2009/06/18(木) 23:17:45.23 ID:sqpPhgDO<>函館まで南下しないで<br>苫小牧から北上しろよ<>
以下、VIPにかわりましてパー速民がお送りします<>sage<>2009/06/18(木) 23:18:06.80 ID:DOFeXgDO<>&gt;&gt;63<br>支援金はいくら欲しいですか？<>
以下、VIPにかわりましてパー速民がお送りします<>sage<>2009/06/18(木) 23:18:56.25 ID:2v/CYrco<>&gt;&gt;63<br>最北端目指すのか！がんばれ！<br>でも地図もない状況だと厳しいかも。<br>スネークさんにお願いして情報とかプリントアウトして貰っては？<br>あと…最短で最北端目指すなら函館行っちゃだめだよ。<br>苫小牧からそのまま道央突っ切って北上しないと。<>
以下、VIPにかわりましてパー速民がお送りします<><>2009/06/18(木) 23:21:02.58 ID:G8kObEI0<>宗谷岬まで何キロあるんだよｗｗｗｗｗｗ東京～青森間の距離ぐらいあるんじゃね？<>
以下、VIPにかわりましてパー速民がお送りします<><>2009/06/18(木) 23:21:43.27 ID:QEr/7x.o<>ガンガレ～<br>最後まで見届けるぜえ。<br><>
以下、VIPにかわりましてパー速民がお送りします<>sage<>2009/06/18(木) 23:25:26.25 ID:2v/CYrco<>&gt;&gt;70<br>道央突っ切って400キロぐらい。<>
以下、VIPにかわりましてパー速民がお送りします<><>2009/06/18(木) 23:25:53.35 ID:R3HmMcg0<>苫小牧行ったら、次は千歳→札幌な<br>函館は南だぞ<>
以下、VIPにかわりましてパー速民がお送りします<>sage<>2009/06/18(木) 23:26:41.91 ID:Ugw.cUAO<>把握した。<br>そうと決まればなんの憂いもない。存分に走りたまえ！<br><br>ルートは北海道のスネークがリルートしてくれるだろう。<br>ここの誰しもがチャリンダーの旅に思いを馳せながらスレを見てる。<br>お前の偉大なる冒険を最後まで応援するぞ!!<>
以下、VIPにかわりましてパー速民がお送りします<><>2009/06/18(木) 23:26:51.59 ID:G8kObEI0<>どっちにしろスレは継続するんだろ？札幌いいとこ一度はおいで！<>
ﾁｬﾘﾝﾀﾞｰ<><>2009/06/18(木) 23:31:18.08 ID:CdPKu6AO<>ｽﾏｿ…また間違えた…苫小牧から北上する<br><br>支援金は要りません<br>東京に帰ったら、冷蔵庫とか電子レンジとか服とか、売れば何とかなるでしょう<>
以下、VIPにかわりましてパー速民がお送りします<>sage<>2009/06/18(木) 23:32:06.85 ID:PzwMQQYo<>苫小牧から直で宗谷岬行くとすると４００キロくらい<br>函館に一度戻ってからだと９００キロくらいだな。<br>もちろん函館経由だよなｗｗ<>
以下、VIPにかわりましてパー速民がお送りします<><>2009/06/18(木) 23:32:39.79 ID:G8kObEI0<>&gt;&gt;76<br>そんな物売らなくても、体売れば・・・・・・万事解決<>
以下、VIPにかわりましてパー速民がお送りします<><>2009/06/18(木) 23:33:15.23 ID:Dyk7DoDO<>http://imepita.jp/20090618/845381<br><br>&gt;&gt;宿スネーク<br>ちゃんと位置関係を教えてやってくれ！<br>半年ほど前に世話した奴と同じくらい地理を把握してないだろw<>
以下、VIPにかわりましてパー速民がお送りします<><>2009/06/18(木) 23:33:29.43 ID:RM1vWs6o<>なんか危なそうだったからhttp://www.its-mo.com/search/addr/%E5%8C%97%E6%B5%B7%E9%81%93/01<br>(北海道西側の知名ついた画像)印刷して渡しといたｗｗｗｗ<br>苫小牧から函館行ったらしゃれにならんｗｗｗｗｗｗｗｗ<>
以下、VIPにかわりましてパー速民がお送りします<>sage<>2009/06/18(木) 23:40:05.07 ID:2v/CYrco<>&gt;&gt;79<br>そう思うｗｗそして危険度はこっちのほうが高いｗｗｗｗｗｗ<br><br>&gt;&gt;80<br>もし良かったら道すがら使えそうな場所もプリントアウトして<br>渡してあげて欲しい＞＜<br>ttp://www.tabikaze.net/rh-fl.html<br>ttp://www.bike-ryoko.com/rider-house.html<>
以下、VIPにかわりましてパー速民がお送りします<>sage<>2009/06/18(木) 23:40:17.15 ID:4rpP5cDO<>ﾁｬﾘﾝﾀﾞｰ乙です。<br>スタート時から既に安価じゃない俺のﾚｽにそってのスタートなんだから、<br>ここまで来てのﾁｬﾘﾝﾀﾞｰの答えなら自由にしたら良いと思う。<br>ｽﾚはできれば続けて欲しいとにかく気を付けて。<>
