うなぎパイ</b> ◆IBqhLpTi1Y<b><><>2013/03/05(火) 18:48:02.92 ID:IJ5UBTSho<>そんなスレの避難所の2 <br>  <br> ※前スレ <br> http://ex14.vip2ch.com/test/read.cgi/part4vip/1355104083/<>うなぎパイってコテハンが旅したりするスレの避難所★２
以下、VIPにかわりましてパー速民がお送りします<><>2013/03/05(火) 19:15:41.89 ID:qd2MVVgRO<> いちょつ！ <>
以下、VIPにかわりましてパー速民がお送りします<><>2013/03/05(火) 19:24:32.94 ID:6EAboYmr0<> 以前､3のくせに｢2get｣と書き込んでしまい､  <br> ｢2000万年ROMってろ!｣と言われてしまった者です｡  <br> 言われた通り2000万年間､沢山沢山ROMりました｡  <br> 猿から人類への進化…  <br> 途中､｢ｶﾞｯﾄﾊﾌﾞｸﾞﾌｰﾝ?｣と書き込んだｼﾞｬﾜ原人に反論しそうになったりもしましたが､ 言いつけを固く守り､唇を咬んでROMに徹しました｡  <br> そして現れては消えていく文明｡数え切れないほどの戦争…生と死､生と死｡  <br> 2000万年経った今､晴れて縛め(いましめ)を解かれた私(わたくし)が､  <br> 2get出来るﾁｬﾝｽに今っ!恵まれました｡  <br> 感動で…私の胸は張り裂けんばかりです｡  <br> 卑弥呼女王､見てますか?  <br> 義経様、清盛様見てますか？  <br> 信長様、秀吉様、家康様 見てますか？  <br> それでは､2000万年の歴史の重みと共に､  <br> ｷｰﾎﾞｰﾄﾞを叩き壊すほどの情熱をもって打ち込ませていただきます｡  <br> 2get  <br>  <>
以下、VIPにかわりましてパー速民がお送りします<><>2013/03/05(火) 19:36:50.03 ID:n32m3i78o<> &gt;3 <br> 2001万年ROMってろ！！！ <>
うなぎパイ</b> ◆IBqhLpTi1Y<b><><>2013/03/05(火) 20:54:39.78 ID:Dfhc/4PBO<> もう荒らしなんて止めてよ！僕達のスレが！ <br> みんなの掲示板なんだぞ、他の人の事も考えてよ！ <>
うなぎパイ</b> ◆IBqhLpTi1Y<b><><>2013/03/05(火) 20:55:40.68 ID:Dfhc/4PBO<> &gt;&gt;173 <br> いやー、俺もキツイと思うわ <br> コーチ陣がいくらなんでも急造すぎでしょ、GGには頑張って欲しいね <>
以下、VIPにかわりましてパー速民がお送りします</b>(チベット自治区)<b><><>2013/03/05(火) 20:57:05.44 ID:JTjf4qc1o<> GG佐藤って何してたの？ <>
以下、VIPにかわりましてパー速民がお送りします</b>(長屋)<b><><>2013/03/05(火) 20:57:34.66 ID:rAImPwL3o<> うなパイ元気まんまんｗｗｗｗｗｗ <>
以下、VIPにかわりましてパー速民がお送りします<><>2013/03/05(火) 20:57:55.10 ID:PiN9GrIQO<> 自慰自慰佐藤「キモティー」 <br>  <>
以下、VIPにかわりましてパー速民がお送りします<><>2013/03/05(火) 20:58:00.64 ID:Dfhc/4PBO<> &gt;&gt;177 <br> イタリアで野球 <>
以下、VIPにかわりましてパー速民がお送りします<><>2013/03/05(火) 20:58:18.28 ID:PiN9GrIQO<> &gt;&gt;177 <br> イタリアで野球やってた <>
うなぎパイ</b> ◆IBqhLpTi1Y<b><><>2013/03/05(火) 20:58:51.95 ID:Dfhc/4PBO<> あかん…、プーチンの方に迷惑かけちゃった… <>
以下、VIPにかわりましてパー速民がお送りします<><>2013/03/05(火) 21:01:15.01 ID:Qf8fJiiDO<> さかもとスレを荒らした基地外じゃね？ <>
以下、VIPにかわりましてパー速民がお送りします</b>(チベット自治区)<b><><>2013/03/05(火) 21:02:52.42 ID:JTjf4qc1o<> &gt;&gt;180-181 <br> そうだったっけサンキュー <br> 狙いはいつもあの左中間～ <>
以下、VIPにかわりましてパー速民がお送りします<><>2013/03/05(火) 21:06:10.14 ID:D1lqVAZp0<> &gt;&gt;183 <br> あのキチガイはなすーんとかしてたっけ？ <br> ただなすーんって完全にID消せるからやられると結構厄介なんだよな <br> VIPだったら即すいとんできるけどパー速って基本規制無いし <>
うなぎパイ</b> ◆IBqhLpTi1Y<b><><>2013/03/05(火) 21:08:10.06 ID:Dfhc/4PBO<> &gt;&gt;184 <br> ライオンズ「年俸に口出しまくる面倒なの出せてラッキー」 <br> GG「日本球界に戻れてラッキー」 <br> マリーンズ「地元千葉出身の大砲格安でラッキー」 <br>  <br> でみんなラッキー <br>  <br> &gt;&gt;185 <br> 落ちたら立てればいいんじゃね？ <>
うなぎパイ</b> ◆IBqhLpTi1Y<b><><>2013/03/05(火) 21:09:12.16 ID:Dfhc/4PBO<> あ、さかもとの避難所にも現れてる… <>
以下、VIPにかわりましてパー速民がお送りします<><>2013/03/05(火) 21:12:27.40 ID:D1lqVAZp0<> &gt;&gt;186 <br> まあ一過性の荒らしみたいだし <br> 彡←これでもNGに入れとけば見やすくなるかな。おそらく普通のレスでは使わん <>
以下、VIPにかわりましてパー速民がお送りします<><>2013/03/05(火) 21:17:05.28 ID:D1lqVAZp0<> 連レス失礼 <br> &gt;&gt;187 <br> 余計なお世話かもしれないけど荒らしには極力触らず気にせずがいいかと… <br> このスレ見て試したくなっただけの人かもしれないけどそれなら１、２レスで治まるはずだし <>
うなぎパイ</b> ◆IBqhLpTi1Y<b><><>2013/03/05(火) 21:22:49.63 ID:Dfhc/4PBO<> &gt;&gt;189 <br> ここだけなら1000まで行ってもらって新しい立てた方がいいかなと思ったんだけど <br> そうね、飛び火するといけないしね… <>
以下、VIPにかわりましてパー速民がお送りします<><>2013/03/05(火) 21:34:22.17 ID:6EAboYmr0<> 荒らしのせいでうなパイの貴重な[<font color="#FFC0CB">田島「チ○コ破裂するっ！」</font>]タイムがががが <>
テンプレ（3月4日更新）<><>2013/03/05(火) 21:38:07.24 ID:u/czky88o<> ●うなぎパイのスペック（簡略版） <br> 年齢:28歳　性別:男　職業：旅人　住所：落花生県マッドシティ　特技：iPhone持ってても迷子 <br> 特徴：イケメン（本人談）、織田裕二似似（多くのスネークが証言）、最近鉄っちゃんとしての自覚が少し出てきた・・・らしい <br> 服装・持ち物：資材置き場参照（冬の旅当時の情報につき注意） <br>  <br> ●まとめ：http://www48.atwiki.jp/matomepai/  <br>  <br> ●突っ込み用小ネタ集（資材置き場） <br> 　http://www48.atwiki.jp/matomepai/pages/20.html <br>  <br> ●うなぎパイってコテハンが旅したりするスレの避難所 <br> 　http://ex14.vip2ch.com/test/read.cgi/part4vip/1355104083/ <br>  <br> ●beebeeの写真が見えない人は（Jane系の専ブラ利用者はImageViewURLReplace.datでggr） <br> 　http://beeimg.mydns.jp/index.cgi <br>  <br> ●鉄道Now（今どの辺りを走ってるか調べられる。時刻表どおりに動いてるのが前提） <br> 　http://www.demap.info/tetsudonow/ <br>  <br> ●鉄道路線図 <br> 　JR北海道：http://www.jrhokkaido.co.jp/network/barrier/maptop.html <br> 　JR東日本：http://www.jreast.co.jp/map/index.html <br> 　JR東海：http://railway.jr-central.co.jp/route-map/index.html <br> 　JR西日本：http://www.jr-odekake.net/eki/route/ <br> 　JR四国：http://www.jr-shikoku.co.jp/01_trainbus/st_number/map.pdf <br> 　JR九州：http://www.jrkyushu.co.jp/profile/outline/route_map_2012.pdf <br>  <br> ●時刻表検索（正確に調べたい場合は市販の時刻表利用を推奨） <br> 　http://www.ekikara.jp/top.htm <>
以下、VIPにかわりましてパー速民がお送りします<><>2013/03/05(火) 21:38:29.85 ID:wV0t5I2no<> うなニー？ <>
以下、VIPにかわりましてパー速民がお送りします</b>(関西地方)<b><>sage<>2013/03/05(火) 21:41:49.28 ID:K0/D+7wbo<> 今日は自分までご馳走になり、どうもありがとうございました <br> うなパイも毎回ありがとうね <br>  <br> 今日の地図 <br> http://i.imgur.com/4CCyMsi.png <>
以下、VIPにかわりましてパー速民がお送りします<>saga<>2013/03/05(火) 21:41:52.06 ID:u/czky88o<> ここは、ひどくレス番の飛ぶインターネッツですね。 <br>  <br> ●3月5日の本スレ <br> 腹減ったから18切符も発売したことだし飯食いに行くわ <br> http://hayabusa.2ch.net/test/read.cgi/news4vip/1362258326/ <br>  <br> ●3月5日の移動 <br> 　岐阜07:29→07:58名古屋　30.3km（東海道本線） <br> 　名古屋08:24→09:51亀山　59.9km（関西本線） <br> 　亀山10:10→10:35柘植　20.0km（関西本線） <br> 　柘植11:01→11:45草津　36.7km（草津線） <br> 　草津12:22→12:43京都　22.2km（東海道本線） <br> 　京都15:37→16:20園部　34.2km（山陰本線） <br> 　園部16:46→18:08福知山　54.3km（山陰本線） <br>  <br> 移動距離：鉄道257.6km <br>  <br> ●これまでの移動ルート（簡略版。詳細は「まとめ」参照）  <br> (01)松戸→（北千住）→西日暮里→田端→（東十条）→大宮→川越→高麗川→高崎→水上→ <br> 　　→越後川口→十日町→戸狩野沢温泉→長野　385.0km <br> (02)長野→直江津→糸魚川→南小谷→松本→中津川→多治見→美濃太田→岐阜　416.2km <br> (03)岐阜→名古屋→亀山→柘植→草津→京都→園部→福知山　257.6km <br> 次の目的地は、佐賀（佐賀県・長崎本線） <br>  <br> ●通算移動距離（乗車区間の営業キロ）：1,058.8km <>
以下、VIPにかわりましてパー速民がお送りします<><>2013/03/05(火) 21:42:08.48 ID:M+CXiQtF0<> パー速はかなり独自仕様あるからな <br> [<font color="red">ﾋﾟｰｰｰ</font>]　[<font color="red">ﾋﾟｰｰｰ</font>]　[<font color="#FFC0CB">田島「チ○コ破裂するっ！」</font>]　[<font color="blue">たぬき</font>]　ピザ <br> [<font color="red">禁則事項です</font><!-- Kill.04 -->]　[<font color="blue">ヅラ</font><!-- asobi.03 -->]　[<font color="red">連絡無し</font>] <>
うなぎパイ</b> ◆IBqhLpTi1Y<b><><>2013/03/05(火) 21:45:47.74 ID:Dfhc/4PBO<> &gt;&gt;193 <br> ナッシングオカズ <br>  <br> &gt;&gt;194 <br> あ、こちらこそ、どもども… <br>  <br> &gt;&gt;195 <br> あざっす！ <br> 今日は少なめ移動だったのか… <>
以下、VIPにかわりましてパー速民がお送りします<><>2013/03/05(火) 21:48:30.11 ID:M+CXiQtF0<> &gt;&gt;194 <br> スレ見てたらぜんぜん進んでないように感じるけど地図で見たら結構進んでるのね <>
以下、VIPにかわりましてパー速民がお送りします<>!nasu_res<>2013/03/05(火) 21:48:57.01 ID:iES/9oPj0<> <font color="#65318e">　　　　　　　 ┌┐ <br> 　　　　　　　んvﾍゝ <br> 　　　　　　　i　　　i <br> 　　　　　　 ﾉ ( ﾟДﾟ) ＜ボケナス！ <br> 　　　　　 / （ﾉ 　　|） <br> 　　　　　 |　　　　　! <br> 　 　 　 　 ﾞ:､..,＿,.ノ <br> 　　　　　　　 U U</font> <>
以下、VIPにかわりましてパー速民がお送りします<><>2013/03/05(火) 21:54:08.46 ID:u/czky88o<> &gt;&gt;194 <br> 今日は乙かれ。 <br> ちょうどいいタイミングで貼ってくれたから、更新しといたよ。 <br>  <br> &gt;&gt;197 <br> 乗り継ぎは短めだったが、 <br> 京都にいた時間が結構長かったからな。 <>
以下、VIPにかわりましてパー速民がお送りします</b>(関西地方)<b><>sage<>2013/03/05(火) 21:56:18.92 ID:K0/D+7wbo<> &gt;&gt;200 <br> いつもありがとうございます！ <>
以下、VIPにかわりましてパー速民がお送りします</b>(岡山県)<b><><>2013/03/05(火) 21:59:20.61 ID:PMMz6ZtLo<> イケメンなら女子大生が応援に行きます <>
以下、VIPにかわりましてパー速民がお送りします<>saga<>2013/03/05(火) 22:06:21.87 ID:u/czky88o<> &gt;&gt;195 <br> 本スレのコピペミスった＞＜ <br>  <br> ●3月5日の本スレ <br> 18切符で佐賀まで呼子のイカ食いに行く <br> http://hayabusa.2ch.net/test/read.cgi/news4vip/1362431099/ <br>  <br> ●3月5日の移動 <br> 　岐阜07:29→07:58名古屋　30.3km（東海道本線） <br> 　名古屋08:24→09:51亀山　59.9km（関西本線） <br> 　亀山10:10→10:35柘植　20.0km（関西本線） <br> 　柘植11:01→11:45草津　36.7km（草津線） <br> 　草津12:22→12:43京都　22.2km（東海道本線） <br> 　京都15:37→16:20園部　34.2km（山陰本線） <br> 　園部16:46→18:08福知山　54.3km（山陰本線） <br>  <br> 移動距離：鉄道257.6km <br>  <br> ●これまでの移動ルート（簡略版。詳細は「まとめ」参照）  <br> (01)松戸→（北千住）→西日暮里→田端→（東十条）→大宮→川越→高麗川→高崎→水上→ <br> 　　→越後川口→十日町→戸狩野沢温泉→長野　385.0km <br> (02)長野→直江津→糸魚川→南小谷→松本→中津川→多治見→美濃太田→岐阜　416.2km <br> (03)岐阜→名古屋→亀山→柘植→草津→京都→園部→福知山　257.6km <br> 次の目的地は、佐賀（佐賀県・長崎本線） <br>  <br> ●通算移動距離（乗車区間の営業キロ）：1,058.8km <>
以下、VIPにかわりましてパー速民がお送りします<><>2013/03/05(火) 22:32:40.31 ID:wV0t5I2no<> うなニーのおかず <br> http://livedoor.blogimg.jp/kyanews/imgs/4/5/45377e91.jpg <>
以下、VIPにかわりましてパー速民がお送りします<><>2013/03/05(火) 22:36:41.80 ID:Lqw7utqTO<> &gt;&gt;204 <br> ＿|￣|○､;&#39;.･ ｵｪｪｪｪｪ <>
以下、VIPにかわりましてパー速民がお送りします<><>2013/03/05(火) 22:42:55.90 ID:RbM5rkvSO<> 明日のスレタイは  <br>    <br>  『18切符を使って佐賀の呼子のイカを食べにいくでゲソ！』  <br>    <br>  これで佐賀県民とアニヲタがたくさん寄ってくるんじゃなイカ？ <>
以下、VIPにかわりましてパー速民がお送りします</b>(愛知県)<b><>sage<>2013/03/05(火) 23:06:19.40 ID:8Px8DJTgo<> なんかすげえ伸びてると思ったら… <>
以下、VIPにかわりましてパー速民がお送りします<><>2013/03/05(火) 23:52:55.83 ID:+kAapHADO<> 明日佐賀入り？ <>
以下、VIPにかわりましてパー速民がお送りします</b>(埼玉県)<b><><>2013/03/06(水) 00:26:49.12 ID:nGpksLyDo<> チクショー、規制で参加できず… <>
以下、VIPにかわりましてパー速民がお送りします</b>(愛知県)<b><>sage<>2013/03/06(水) 00:26:57.91 ID:2aqUPINCo<> まだ佐賀は遠いよ <>
以下、VIPにかわりましてパー速民がお送りします<><>2013/03/06(水) 06:45:25.25 ID:0uDwkVmdO<> 今日は四国ですかな <>
うなぎパイ</b> ◆IBqhLpTi1Y<b><><>2013/03/06(水) 07:00:37.35 ID:OfLOWpMWO<> 18切符で佐賀までチャンポン食いに行く <br> http://hayabusa.2ch.net/test/read.cgi/news4vip/1362520757/ <>
以下、VIPにかわりましてパー速民がお送りします</b>(長屋)<b><><>2013/03/06(水) 07:12:45.63 ID:JZ4MHSFdo<> &gt;&gt;212 <br> うなパイおはよう！ <br> 今日も楽しみにしてるよー <br> &gt;&gt;194 <br> &gt;&gt;203 <br> 地図の人、まとめの人おつおつ！ <br>  <>
以下、VIPにかわりましてパー速民がお送りします<><>2013/03/06(水) 07:38:23.46 ID:ve5hGSTJ0<> うなぱいおはよー <br> 今日もROMってる！ <>
以下、VIPにかわりましてパー速民がお送りします<><>2013/03/06(水) 07:42:45.07 ID:3oKLIhQso<> ち○んぽ○…だと… <>
以下、VIPにかわりましてパー速民がお送りします<><>2013/03/06(水) 07:58:46.37 ID:RAHVIAnCO<> おっはー <br> ちゃんぽんは長崎じゃばいの？ <>
以下、VIPにかわりましてパー速民がお送りします</b>(長屋)<b><><>2013/03/06(水) 08:04:50.93 ID:IanFymcWo<> &gt;&gt;216 <br> 井手ちゃんぽんっていう老舗の有名店があるよ <br>  <>
以下、VIPにかわりましてパー速民がお送りします<><>2013/03/06(水) 08:49:50.48 ID:ECCFrGJxo<> し、尻あ～んライスは… <>
うなぎパイ</b> ◆IBqhLpTi1Y<b><><>2013/03/06(水) 08:58:35.22 ID:OfLOWpMWO<> &gt;&gt;206 <br> 奴は函館のイカと手を組んでるし… <>
以下、VIPにかわりましてパー速民がお送りします<><>2013/03/06(水) 10:09:01.34 ID:bJR3hZMq0<> うなぱいへ <br> &gt;&gt;ビジホはいきなり入ってフロントで「1番安い部屋いくらです？」 <br> は入って一ヶ月のフロントバイトでも自分判断で断っていいレベルの警戒客だから電話しとけ <>
うなぎパイ</b> ◆IBqhLpTi1Y<b><><>2013/03/06(水) 10:13:27.19 ID:OfLOWpMWO<> &gt;&gt;220 <br> えっ？マジ？なんで？ <br> 普通に教えてもらってたけど、断るために高く言われてたりした？ <>
以下、VIPにかわりましてパー速民がお送りします<><>2013/03/06(水) 10:17:01.03 ID:bJR3hZMq0<> ビジホだから壁薄いし変な客入れて隣からクレーム来ると困るんで <br> 電話口でえらそうだったりおかしな人は部屋がないって断ってかまわない <br> 前に静岡でもネット予約のが1000円近く安いというぼられたかしたろ？ <br>  <br> そういう人は100%一見さんだしね <>
以下、VIPにかわりましてパー速民がお送りします<><>2013/03/06(水) 18:21:34.35 ID:RAHVIAnCO<> ホテルからカモられるうなぱい <>
なすーん<>なすーん<>なすーん<> 　 　　　　　　　　　　　　　　　　　　　__　　　　　 　 ､]l./⌒ヽ､　｀ヽ､　　　　 ,r'7'"´Z__ <br>　 　　　　　　　　　　　　　　　　　　 　｀ヽ ｀ヽ､-v‐'｀ヾﾐ| |/三ミヽ　　 ｀iｰr=&lt;　　　　─ﾌ <br>　 　　　　　　　　　　　　　　　　　　　＜　　 ／´　 r'´ 　 `　　　｀ ＼　　｀|　ﾉ　　　　 ∠_ <br>　 　　　　　　　　　　　　　　　　　　　｀ヽ､__//　 /　　 |/| ヽ __＼ ＼ヽ　　|く　　　___彡'′ <br>　 　　　　　　　　　　　　　　　　　 　　｀`ｰ// 　 |_i,|-‐|　l ﾞ､ヽ　｀ヽ-､|!　　|　`ヽ=='´ <br>　 　　　　　　　　　　　　　　　　　　　 　　l/|　| '| |!|,==|　ヽヽr'⌒ヽ|ヽ|　　 |　　 | <br>　 ┏┓　 ┏━━━┓　 　 　 　 　　　　　 |　|| ｀Y ,r‐､　　ヽl,_)ヽ ﾞ､_ |　　 |　　 |.　 　 　 　　　┏━┓ <br>┏┛┗┓┗━━┓┃ 　 　 　 　 　 　　　...ヽﾘﾞ! | l::ｰ':|　　　|:::::::}　|. | /　l|｀! |i |.　　　　 　　　┃ 　┃ <br>┗┓┏┛　　　　 ┃┃┏━━━━━━━.j | l|.! l::::::ﾉ ,　　ヽ-'　'´ i/|　 !|/ | |ﾘ ━━━━┓┃ 　┃ <br>　 ┃┃　 　 ┏━┛┃┃ 　 　　　 ┌┐ 　　| l| { //｀ iー‐‐ 'i　 　 〃/ j|| ||. |ﾉ　　　　　 　 ┃┃ 　┃ <br>　 ┃┃　　　┃┏┓┃┗━━━.んvﾍvﾍゝ | l|　ヽ　　ヽ 　 /　　 _,.ィ ノ/川l/.━━━━━┛┗━┛ <br>　 ┃┃　 ┏┛┃┃┗┓　　　 　i　　　　　.i 　ﾞi＼ゝ｀` ‐ﾞ='＝''"´|二ﾚ'l/″　　　　　　　　　　 ┏━┓ <br>　 ┗┛　 ┗━┛┗━┛　　　　ﾉ　　　　　 ! --─‐''''"ﾒ」_,､-‐''´￣ヽ､ 　 　　　　　　　　　　　┗━┛ <br>　 　　　　　　　　　　　　　　　　 r|__　　　　　ト､,-&lt;"´´　　　 　 　 　 /ﾄ､ <br>　 　　　　　　　　　　　　　　　　|　　{　　　 r'´　 ｀l　l　　　　　　　　　/||　ヽ <br>　 　　　　　　　　　　　　　　　　ﾞ､ 　 }　　　}　　　 | _|＿＿_,,､-─‐'´　|　　 ﾞ､ <br>　 　　　　　　　　　　　　　　　　　 `‐r'.,＿,.ノヽ､__ノ/　　|　 |　　　　　　|､__r'｀ﾞ′ <br>　 　　　　　　　　　　　　　　　　　　　　　　　　　　|　　 |／　　　　　i　| <br>　 　　　　　　　　　　　　　　　　　　　　　　　 　 　|　　　　　　　　　 | | <>
本スレ用テンプレ（3/6改訂版）<><>2013/03/06(水) 21:09:29.23 ID:RR2A6WGMo<> ●うなぎパイのスペック（簡略版） <br> 年齢:28歳　性別:男　職業：旅人　住所：落花生県マッドシティ　特技：iPhone持ってても迷子 <br> 特徴：イケメン（本人談）、織田裕二似似（多くのスネークが証言）、最近鉄っちゃんとしての自覚が少し出てきた・・・らしい <br> 服装・持ち物：資材置き場参照（冬の旅当時の情報につき注意） <br>  <br> ●まとめ：http://www48.atwiki.jp/matomepai/  <br>  <br> ●突っ込み用小ネタ集（資材置き場） <br> 　http://www48.atwiki.jp/matomepai/pages/20.html <br>  <br> ●うなぎパイってコテハンが旅したりするスレの避難所★２ <br> 　http://ex14.vip2ch.com/test/read.cgi/part4vip/1362476882/ <br>  <br> ●beebeeの画像が見られない人は（Jane系の専ブラ利用者はImageViewURLReplace.datでggr） <br> 　http://beeimg.mydns.jp/index.cgi <br>  <br> ●鉄道Now（今どの辺りを走ってるか調べられる。時刻表どおりに動いてるのが前提） <br> 　http://www.demap.info/tetsudonow/ <br>  <br> ●鉄道路線図 <br> 　JR北海道：http://www.jrhokkaido.co.jp/network/barrier/maptop.html <br> 　JR東日本：http://www.jreast.co.jp/map/index.html <br> 　JR東海：http://railway.jr-central.co.jp/route-map/index.html <br> 　JR西日本：http://www.jr-odekake.net/eki/route/ <br> 　JR四国：http://www.jr-shikoku.co.jp/01_trainbus/st_number/map.pdf <br> 　JR九州：http://www.jrkyushu.co.jp/profile/outline/route_map_2012.pdf <br>  <br> ●時刻表検索（正確に調べたい場合は市販の時刻表の利用を推奨） <br> 　http://www.ekikara.jp/top.htm <>
以下、VIPにかわりましてパー速民がお送りします<>saga<>2013/03/06(水) 21:10:41.89 ID:RR2A6WGMo<> ●3月6日の本スレ <br> 18切符で佐賀までチャンポン食いに行く <br> http://hayabusa.2ch.net/test/read.cgi/news4vip/1362520757/ <br>  <br> ●3月6日の移動 <br> 　福知山08:37→08:44和田山　30.5km（山陰本線） <br> 　和田山09:14→10:05寺前　36.1km（播但線） <br> 　寺前10:08→10:51姫路　29.6km（播但線） <br> 　姫路11:24→11:56播磨新宮　22.1km（姫新線） <br> 　播磨新宮11:57→12:26佐用　23.8km（姫新線） <br> 　佐用13:38→14:38津山　40.4km（姫新線） <br> 　津山15:18→15:46美作加茂　17.6km（姫新線・因美線） <br> 　美作加茂17:09→17:46智頭　23.9km（因美線） <br> 　智頭18:11→19:07鳥取　31.9km（因美線） <br>  <br> 移動距離：鉄道255.9km <br>  <br> ●これまでの移動ルート（簡略版。詳細は「まとめ」参照）  <br> (01)松戸→（北千住）→西日暮里→田端→（東十条）→大宮→川越→高麗川→高崎→水上→ <br> 　　→越後川口→十日町→戸狩野沢温泉→長野　385.0km <br> (02)長野→直江津→糸魚川→南小谷→松本→中津川→多治見→美濃太田→岐阜　416.2km <br> (03)岐阜→名古屋→亀山→柘植→草津→京都→園部→福知山　257.6km <br> (04)福知山→和田山→寺前→姫路→播磨新宮→佐用→津山→美作加茂→智頭→鳥取　255.9km <br> 次の目的地は、佐賀（佐賀県・長崎本線） <br>  <br> ●通算移動距離（乗車区間の営業キロ）：1,314.7km <>
なすーん<>なすーん<>なすーん<> 　 　　　　　　　　　　　　　　　　　　　__　　　　　 　 ､]l./⌒ヽ､　｀ヽ､　　　　 ,r'7'"´Z__ <br>　 　　　　　　　　　　　　　　　　　　 　｀ヽ ｀ヽ､-v‐'｀ヾﾐ| |/三ミヽ　　 ｀iｰr=&lt;　　　　─ﾌ <br>　 　　　　　　　　　　　　　　　　　　　＜　　 ／´　 r'´ 　 `　　　｀ ＼　　｀|　ﾉ　　　　 ∠_ <br>　 　　　　　　　　　　　　　　　　　　　｀ヽ､__//　 /　　 |/| ヽ __＼ ＼ヽ　　|く　　　___彡'′ <br>　 　　　　　　　　　　　　　　　　　 　　｀`ｰ// 　 |_i,|-‐|　l ﾞ､ヽ　｀ヽ-､|!　　|　`ヽ=='´ <br>　 　　　　　　　　　　　　　　　　　　　 　　l/|　| '| |!|,==|　ヽヽr'⌒ヽ|ヽ|　　 |　　 | <br>　 ┏┓　 ┏━━━┓　 　 　 　 　　　　　 |　|| ｀Y ,r‐､　　ヽl,_)ヽ ﾞ､_ |　　 |　　 |.　 　 　 　　　┏━┓ <br>┏┛┗┓┗━━┓┃ 　 　 　 　 　 　　　...ヽﾘﾞ! | l::ｰ':|　　　|:::::::}　|. | /　l|｀! |i |.　　　　 　　　┃ 　┃ <br>┗┓┏┛　　　　 ┃┃┏━━━━━━━.j | l|.! l::::::ﾉ ,　　ヽ-'　'´ i/|　 !|/ | |ﾘ ━━━━┓┃ 　┃ <br>　 ┃┃　 　 ┏━┛┃┃ 　 　　　 ┌┐ 　　| l| { //｀ iー‐‐ 'i　 　 〃/ j|| ||. |ﾉ　　　　　 　 ┃┃ 　┃ <br>　 ┃┃　　　┃┏┓┃┗━━━.んvﾍvﾍゝ | l|　ヽ　　ヽ 　 /　　 _,.ィ ノ/川l/.━━━━━┛┗━┛ <br>　 ┃┃　 ┏┛┃┃┗┓　　　 　i　　　　　.i 　ﾞi＼ゝ｀` ‐ﾞ='＝''"´|二ﾚ'l/″　　　　　　　　　　 ┏━┓ <br>　 ┗┛　 ┗━┛┗━┛　　　　ﾉ　　　　　 ! --─‐''''"ﾒ」_,､-‐''´￣ヽ､ 　 　　　　　　　　　　　┗━┛ <br>　 　　　　　　　　　　　　　　　　 r|__　　　　　ト､,-&lt;"´´　　　 　 　 　 /ﾄ､ <br>　 　　　　　　　　　　　　　　　　|　　{　　　 r'´　 ｀l　l　　　　　　　　　/||　ヽ <br>　 　　　　　　　　　　　　　　　　ﾞ､ 　 }　　　}　　　 | _|＿＿_,,､-─‐'´　|　　 ﾞ､ <br>　 　　　　　　　　　　　　　　　　　 `‐r'.,＿,.ノヽ､__ノ/　　|　 |　　　　　　|､__r'｀ﾞ′ <br>　 　　　　　　　　　　　　　　　　　　　　　　　　　　|　　 |／　　　　　i　| <br>　 　　　　　　　　　　　　　　　　　　　　　　　 　 　|　　　　　　　　　 | | <>
以下、VIPにかわりましてパー速民がお送りします</b>(長屋)<b><><>2013/03/06(水) 22:01:18.33 ID:y/o5ELQVo<> &gt;&gt;225-226 <br> まとめの人おつおつ！ <br>  <>
以下、VIPにかわりましてパー速民がお送りします<>sage<>2013/03/06(水) 22:35:44.52 ID:0mY00thSO<> 999で落ちたら何か良いのか？ <>
