以下、VIPにかわりましてパー速民がお送りします<>sage<>2009/08/27(木) 19:14:24.65 ID:M.vIHYM0<>【Part 1】<br><br>東京から福岡までチャリでラーメン食べに行きたい<br>http://takeshima.2ch.net/test/read.cgi/news4vip/1248908675/<br><br><br>【Part 2】<br><br>【東京】ハリーのチャリで食い倒れ旅【福岡】<br>http://ex14.vip2ch.com/part4vip/kako/1249/12490/1249044575.html<br><br><br>【Part 3】<br><br>【東京】ハリーのチャリで食い倒れ旅2　関西編　【福岡】<br>http://ex14.vip2ch.com/part4vip/kako/1249/12493/1249372567.html<br><br><br>【Part 4】<br>【東京】ハリーのチャリで食い倒れ旅３ 山陽編【福岡】<br>http://ex14.vip2ch.com/part4vip/kako/1249/12497/1249714703.html<br><br><br>【前スレ】<br>【福岡】ハリーとツレのチャリで珍道中の旅・九州/山陰編【東京】<br>http://ex14.vip2ch.com/test/read.cgi/part4vip/1250270150/<br><br><br>【スペック】<br>ハリー ◆isgmyqRsI6　　　　　　　　　　　ゴロー<br>21歳、180cm、67kg(多分)、学生　　　　　　21歳（多分）<br>チャリ：CENTURION CROSSLINE50　          チャリ：GIANT GREATJOURNEY　<br><br>※ゴローちゃんは書き込みはしないよー<br><br><br>【装備品】<br>テント、寝袋、マット、携帯充電器など諸々<>【福岡】ハリーとゴローのチャリで帰ろうの旅・山陰/関西編【東京】
以下、VIPにかわりましてパー速民がお送りします<><>2009/08/28(金) 03:28:43.48 ID:uBZLxGs0<>979 ：以下、VIPにかわりましてパー速民がお送りします ：2009/08/28(金) 02:51:53.08 ID:uBZLxGs0<br>    鳥取大食い情報<br>    ※ちょっと古いかも…だから電話して確認してね<br><br>    羽合町の　（東伯郡湯梨浜町）中華レストラン悟空<br>    中華料理の飲茶ショウロ－ポ を40分で50個食べたらタダ<br>    中華レストラン悟空 姉妹店　北栄町のラーメン柔は餃子の大食いしてる<br>    住所 鳥取県東伯郡湯梨浜町久留１１-２<br>    電話番号 0858-35-4705<br>    営　業　午前１１時～午後３時、午後５時～９時３０分<br>    定休日　木曜日<br>    地図：http://imepita.jp/20090828/101200<br>980 ：以下、VIPにかわりましてパー速民がお送りします ：2009/08/28(金) 03:00:40.55 ID:uBZLxGs0<br>    鳥取デカ盛り情報１<br><br>    洋風レストラン　　Ｂｅｌｉｅｖｅ（ビリーブ）<br>    営業時間　朝９：００～２１：００<br>    定休日　　水曜日<br>    ＴＥＬ　　0857-31-4936<br>    場所　鳥取市湖山北１丁目４１９<br>    地図：http://imepita.jp/20090828/108040<br><br>    ※Believeのなかでお薦めなのが[パワフルカレー]。あれだけのボリュームで手ごろな値段。普通の店の量では満足できないという人に特にお薦めです。<br>    また,甘いものが好きな人にお薦めなのが「パワフルパフェ」。<br>    これもまた,ボリュームがありその量にしては値段も安い。味も悪くはありません。<br>    鳥取大学に近いこともあり、学生が多く利用しています。<br>    とりあえず、一度行ってみることをお薦めします。<br>981 ：以下、VIPにかわりましてパー速民がお送りします ：2009/08/28(金) 03:14:48.62 ID:uBZLxGs0<br>    鳥取デカ盛り情報２<br><br>    wikiにも載ってる有名デカ盛り店『べるしい』<br>    住所：鳥取市緑ヶ丘1-11-11<br>    TEL：0857-27-4536<br>    営業時間：11：00～21：30<br>    定休日：月1回不定休<br>    地図：http://imepita.jp/20090828/115460<br>    メニュー例：http://imepita.jp/20090828/116190<>
以下、VIPにかわりましてパー速民がお送りします<><>2009/08/28(金) 11:48:02.99 ID:DxAk4UAO<>ゴローよ…<br><br><br><br>がんがれゃｗｗｗｗｗｗｗｗ<>
ハリー</b> ◆isgmyqRsI6<b><><>2009/08/28(金) 12:01:29.75 ID:jQnvpEDO<>&gt;&gt;17<br>4000円はちょっと高いみたいです(´・ω・｀)<br>うちのゴローがわがままですみません…<br><br>そういえば、前スレに貼られていた鳥取の無料のキャンプ場ってどこですか？<>
以下、VIPにかわりましてパー速民がお送りします<>sage<>2009/08/28(金) 12:02:25.12 ID:6tUlEcUP<>おはよう<br>前スレ1000行ってたんでHTML化依頼してきました<br>http://ex14.vip2ch.com/test/read.cgi/part4vip/1246374465/209<>
以下、VIPにかわりましてパー速民がお送りします<><>2009/08/28(金) 12:04:18.78 ID:O6eYdds0<>&gt;&gt;20<br>乙です！<>
以下、VIPにかわりましてパー速民がお送りします<><>2009/08/28(金) 12:05:09.65 ID:DkOZLUIo<>白兎海岸には道の駅もあるから立ち寄ってほしいな<br>神話の舞台となった海岸だから<br><>
以下、VIPにかわりましてパー速民がお送りします<><>2009/08/28(金) 12:05:58.16 ID:VlN/ve2o<>シャワー有り12時間パック2,480-(入場料別かも約300-)<br>携帯から見れるかな<br><br>コミックインターネットカフェ<br>DOROTHY　鳥取市富安2-72<br>http://www.comfort-factory.co.jp/dorothy<>
以下、VIPにかわりましてパー速民がお送りします<>sage<>2009/08/28(金) 12:09:49.68 ID:bitepugo<>安宿みつかんないから電話しれ<br><br>鳥取市観光案内所. <br>鳥取県鳥取市東品治町117(鳥取駅構内) <br>TEL 0857-22-3318<br><br>ネカフェ	<br>自遊空間　鳥取店<br>鳥取市湖山町東５－２０６ <br>0857-32-2381 <br><br>ＤＤクラブ　湖山店<br>湖山町東５－３６８<br>0857-38-9020 <>
以下、VIPにかわりましてパー速民がお送りします<>sage<>2009/08/28(金) 12:12:44.53 ID:VlN/ve2o<>&gt;&gt;19<br>前スレの鳥取のキャンプ場てーとこれかな<br>鳥取砂丘の中にあるらしい<br><br>&gt;913 名前：以下、VIPにかわりましてパー速民がお送りします[sage] 投稿日：2009/08/27(木) 13:06:20.69 ID:wu8ekjAo<br>&gt;今夜、鳥取宿泊なら「柳茶屋キャンプ場」お勧め<br>&gt;無料だし、雨降ったら調理場とか屋根ある場所に下にテントはれる<br>&gt;あと、炭も山積みしてあって、寒くなった時暖がとれるよ<>
ハリー</b> ◆isgmyqRsI6<b><><>2009/08/28(金) 12:13:19.54 ID:jQnvpEDO<>みなさんありがとうございますm(__)m<br>止まったら電話してみますね<br><br><br>現在地、ハワイｗｗｗｗｗｗ<>
以下、VIPにかわりましてパー速民がお送りします<>sage<>2009/08/28(金) 12:16:10.97 ID:VlN/ve2o<>柳茶屋キャンプ場<br>鳥取県鳥取市浜坂１１５７<br>0857-20-3227<>
以下、VIPにかわりましてパー速民がお送りします<><>2009/08/28(金) 12:18:09.94 ID:O6eYdds0<>&gt;&gt;26<br>さっき電話したんだが、鳥取市内で一番安い宿は３，５００円に消費税だそうだから<br>上で紹介したビジホと余り変わらんかも知れん<>
以下、VIPにかわりましてパー速民がお送りします<><>2009/08/28(金) 12:18:20.17 ID:DkOZLUIo<>調べて書き込んだ頃には既に書き込まれている予感<br><br> 柳茶屋キャンプ場<br>場所：鳥取県鳥取市浜坂<br>料金：無料<br>お問合せ： 鳥取市役所観光課 TEL：0857-20-3227<br>期間：4月?11月<br><br> 青島公園キャンプ場<br>場所：鳥取県鳥取市高住　湖山池青島<br>料金：無料<br>お問合せ：鳥取市海洋センター TEL 0857-28-5259<br>期間：4月?10月<>
以下、VIPにかわりましてパー速民がお送りします<>sage<>2009/08/28(金) 12:18:56.81 ID:qVLMHEko<>そどまり（なんか変換出来ないんだけど？）でいいんなら<br><br>柳茶屋キャンプ場の目の前にある、鳥取市サイクリングターミナル　砂丘の家<br>http://www.city.tottori.lg.jp/www/contents/1206084722394/index.html<br>2,310～2,520円ですって、奥様！<br><br>で、Ｈマンが夜這いかけるんですね、期待してます！<>
以下、VIPにかわりましてパー速民がお送りします<><>2009/08/28(金) 12:20:14.00 ID:ySpMvg60<>湊山公園で泊まったんだ。<br>米子は地元だからなんか懐かしくなったよ。<br>鳥取市内の安い宿は都会と違って選択肢が少ない…<br>1番安そうな所で素泊まり3200円の旅館かな。<br>新殿旅館：鳥取県鳥取市永楽温泉町503<br>0857-22-6609<br><br>総客室数が5室しかないからもし泊まるならTEL確認は必須。<>
以下、VIPにかわりましてパー速民がお送りします<><>2009/08/28(金) 12:24:47.05 ID:VlN/ve2o<>柳茶屋キャンプ場で追加情報<br>隣接してサイクリングターミナルてのがあるらしい<br>で、電話してみたｗｗｗｗ<br>電話に出たおっちゃんは素泊まり2,730-と言っていた<br>今日空きが在るから泊まれるとさ<>
ハリー</b> ◆isgmyqRsI6<b><><>2009/08/28(金) 12:34:14.89 ID:jQnvpEDO<>(´；ω；｀)ごめんなさい<br>自分は無料のキャンプ場に泊まる、ってゴローちゃんに言ったら、あーじゃあ俺もそうする、と…<br><br><br>皆さんに沢山調べて頂いたのに無下にしてしまって本当にごめんなさい(´；ω；｀)<>
以下、VIPにかわりましてパー速民がお送りします<>sage<>2009/08/28(金) 12:39:27.73 ID:VlN/ve2o<>なーに、出費が抑えられるならそれが一番さ<br>いずにしても相方にはゆっくり休ませてあげておくんなませ<>
以下、VIPにかわりましてパー速民がお送りします<>sage<>2009/08/28(金) 12:45:49.25 ID:DeQIO5wo<>そうそう、柳茶屋の隣の建物泊まれるし、後風呂利用だけもできたはず<>
以下、VIPにかわりましてパー速民がお送りします<>sage<>2009/08/28(金) 12:46:52.60 ID:DeQIO5wo<>9号からキャンプ場ちかいよ<br>あと、そのキャンプ場ホースと水道あるから、シャワー代わりになるよ<br><br>真夏なら<>
ハリー</b> ◆isgmyqRsI6<b><><>2009/08/28(金) 12:50:09.75 ID:jQnvpEDO<>皆さん申し訳ないですm(__)m<br><br><br>風呂利用だけ！？ホントですか…<br><br>http://imepita.jp/20090828/460070<br>鳥取ー！<>
以下、VIPにかわりましてパー速民がお送りします<><>2009/08/28(金) 12:51:55.47 ID:cG.BmdQ0<>早っ！<>
以下、VIPにかわりましてパー速民がお送りします<>sage<>2009/08/28(金) 13:02:33.49 ID:DeQIO5wo<>こんな記事もみつけた<br>入浴は徒歩約５分の「ニュー砂丘荘」で可能(\500.-で、19:30迄との事)<>
以下、VIPにかわりましてパー速民がお送りします<>sage<>2009/08/28(金) 13:04:28.29 ID:DeQIO5wo<>着いたらサイクリングターミナルで受け付け（名前と住所の記載だけ）しなきゃないんで、その時、おっちゃんに聞いてみてさ<>
以下、VIPにかわりましてパー速民がお送りします<><>2009/08/28(金) 13:10:44.45 ID:nGYK/sDO<>ゴローちゃん、ゆっくり休んだ方がいいんじゃ？<br>疲れとれないと続かないよ。<br>ここ素泊まり安いし。<>
ハリー</b> ◆isgmyqRsI6<b><><>2009/08/28(金) 13:13:25.69 ID:jQnvpEDO<>ゴローちゃん泊まるみたいでーす<br>良かった良かった(´∀｀)<br><br><br>Ｈマンはべるしぃでカレーを食べた後パワフルパフェに行きたいと思いますｗｗｗｗｗｗ<br><br><br>晴れてきた、あっぢい…<>
以下、VIPにかわりましてパー速民がお送りします<><>2009/08/28(金) 13:18:31.59 ID:cG.BmdQ0<>&gt;&gt;42<br>晴れたか、よかったよかった<br><br>って、べるしいの後にパワフルパフェってｍｊｄ！？<>
ハリー</b> ◆isgmyqRsI6<b><><>2009/08/28(金) 13:25:02.73 ID:jQnvpEDO<>べるしぃは写真のカツカレーにしようと思うんですが、パワフルパフェは写真が無いためどれくらいの大きさかわからないという…<>
以下、VIPにかわりましてパー速民がお送りします<>sage<>2009/08/28(金) 13:29:56.64 ID:qVLMHEko<>見つけてきたよー<br>http://tucc.main.jp/gallery/gallery.cgi?mode=view&id=1186047031<br><br>前のページにはスペシャルカツカレーの姿もｗｗ<>
ハリー</b> ◆isgmyqRsI6<b><><>2009/08/28(金) 13:33:47.41 ID:jQnvpEDO<>&gt;&gt;45<br>カツカレーｗｗｗｗｗｗ<br><br>パフェはこれくらいなら余裕サイズ(空腹なら)<br>死ぬときは食いながら死にたいからやっぱり両方行こうそうしよう<>
以下、VIPにかわりましてパー速民がお送りします<><>2009/08/28(金) 13:36:42.96 ID:cG.BmdQ0<>レストラン・ビリーブ<br><br>パワフルオムカツ<br>http://imepita.jp/20090828/487360<br><br>パワフルオムバーグ<br>http://imepita.jp/20090828/487520<br><br>パワフルパフェボーイズ<br>http://imepita.jp/20090828/487720<br><br>・・・・・だそうだ(;^_^A<>
以下、VIPにかわりましてパー速民がお送りします<>sage<>2009/08/28(金) 13:42:48.14 ID:qVLMHEko<>&gt;&gt;47<br>おっきい写真乙<br><br>ビリーブでパワフルシリーズを２品やっつける、ってのもアリだと思うぞｗｗ<br>てか、この２店の人達はちょっと頭が・・・おや、誰かに背後を取られたようだ。<>
以下、VIPにかわりましてパー速民がお送りします<><>2009/08/28(金) 13:44:20.47 ID:ifRX6lYo<>今晩の報告にｗｗｋｔｋ<br>べるしぃのスペシャルカレーにビリーブのパワフルオムバーグにパワフルパフェ<br>限界に挑んで欲しいです<>
ハリー</b> ◆isgmyqRsI6<b><><>2009/08/28(金) 13:46:37.63 ID:jQnvpEDO<>http://imepita.jp/20090828/493890<br>魚見台からー<br><br><br>３品は流石に無理ｗｗｗｗ<br>べるしぃ食べたらゴローちゃん宿に送って戻ってびりーぶが１番安全かなー<>
ハリー</b> ◆isgmyqRsI6<b><><>2009/08/28(金) 13:51:40.05 ID:jQnvpEDO<>いいこと考えた<br><br>昼→びりーぶパワフル２つ<br>夜→べるしぃ<br>天才じゃね？ｗｗｗｗ出来るかわかんないけど<br><br><br>値段ってわかりますかね？<>
以下、VIPにかわりましてパー速民がお送りします<><>2009/08/28(金) 13:54:23.75 ID:cG.BmdQ0<>つかハリーwktkが止まんないんだろｗｗ<br><br>夕方晴れたら鳥取砂丘で夕日観るといいよ<>
以下、VIPにかわりましてパー速民がお送りします<><>2009/08/28(金) 14:01:23.07 ID:cG.BmdQ0<>&gt;&gt;51<br>値段はどれも１，０００円前後っぽいよ<>
以下、VIPにかわりましてパー速民がお送りします<>sage<>2009/08/28(金) 14:07:19.91 ID:CrwyTgAO<>鳥取って、あちこちにスイカが落ちてるよね<>
以下、VIPにかわりましてパー速民がお送りします<>sage<>2009/08/28(金) 14:08:16.22 ID:d/Acd8oo<>砂丘行くなら是非梨ソフト食べてほしい<br>デカ盛りでも何でもないけど・・・<br><br>あとべるしぃは鳥取駅の近くにもあったよ<br>http://www.tottori-town.com/map/to005140<>
以下、VIPにかわりましてパー速民がお送りします<><>2009/08/28(金) 14:14:26.87 ID:cG.BmdQ0<>&gt;&gt;55<br>べるしいは駅近くから去年今の場所に引っ越したらしいよ<>
以下、VIPにかわりましてパー速民がお送りします<>sage<>2009/08/28(金) 14:21:56.62 ID:d/Acd8oo<>&gt;&gt;56<br>そうなのか、知らなかったｗｗ<>
ハリー</b> ◆isgmyqRsI6<b><><>2009/08/28(金) 14:57:29.89 ID:jQnvpEDO<>もう少しで、びりーぶ<br><br><br>よだれがとまらないｗｗｗｗｗｗ<>
以下、VIPにかわりましてパー速民がお送りします<><>2009/08/28(金) 14:58:07.98 ID:.pTmMQMo<>Ｈマン乙<br>暑いだろ？ちょっと涼しげな物を置いてくよ<br>ttp://up4.pandoravote.net/img/panflash017822.jpg<br><br>鳥取砂丘って、ラクダ居るんだっけ？<>
ハリー</b> ◆isgmyqRsI6<b><><>2009/08/28(金) 15:07:54.39 ID:jQnvpEDO<>到着ー<br>http://imepita.jp/20090828/542510<br><br>意外と高いよ…(´・ω・｀)<br>注文したよ<br>パワフルオムバーグとパワフルパフェｗｗｗｗ<br><br>ゴローちゃんは普通のオムライスです<>
以下、VIPにかわりましてパー速民がお送りします<><>2009/08/28(金) 15:08:43.65 ID:cG.BmdQ0<>話をまとめると、鳥取砂丘でラクダアイス食いながら日没を見るってことだね<>
以下、VIPにかわりましてパー速民がお送りします<>sage<>2009/08/28(金) 15:09:34.50 ID:QDRtjsAo<>野良ラクダに襲われないようにな<>
以下、VIPにかわりましてパー速民がお送りします<><>2009/08/28(金) 15:10:37.38 ID:nGYK/sDO<>盛り上がってまいりました。<>
以下、VIPにかわりましてパー速民がお送りします<>sage<>2009/08/28(金) 15:11:20.05 ID:bitepugo<>何そのロマンチックが止まらないシチュｗｗｗｗ<br>今日こそアッーなのかｗｗ<>
以下、VIPにかわりましてパー速民がお送りします<><>2009/08/28(金) 15:13:19.73 ID:cG.BmdQ0<>うpが待ち遠しい<>
ハリー</b> ◆isgmyqRsI6<b><><>2009/08/28(金) 15:15:58.40 ID:jQnvpEDO<>http://imepita.jp/20090828/548670<br>待って、普通に美味しい！<br><br>１４００円…(´・ω・｀)<>
以下、VIPにかわりましてパー速民がお送りします<><>2009/08/28(金) 15:23:55.47 ID:cG.BmdQ0<>&gt;&gt;66<br>１，４００円か<br>でもファミレスでオムライスとハンバーグ食ってももっと高いだろうから・・<>
以下、VIPにかわりましてパー速民がお送りします<><>2009/08/28(金) 15:27:02.82 ID:xWFe7IDO<>あぁ<br>腹減った……<>
ハリー</b> ◆isgmyqRsI6<b><><>2009/08/28(金) 15:33:56.41 ID:jQnvpEDO<>ごちそうさまでしたー<br><br><br>さあ、パフェだ<>
以下、VIPにかわりましてパー速民がお送りします<>sage<>2009/08/28(金) 15:35:58.02 ID:qVLMHEko<>あれ・・・？皿の直径が、スプーンよりちょっと長いくらいだぞ？<br><br>この後のパフェとべるしいに期待、超期待！！<>
ハリー</b> ◆isgmyqRsI6<b><><>2009/08/28(金) 15:36:45.86 ID:jQnvpEDO<>オムバーグは昨日のカツ丼よりはがっつりでしたー<br><br>http://imepita.jp/20090828/561230<br>きたー<>
以下、VIPにかわりましてパー速民がお送りします<><>2009/08/28(金) 15:41:00.89 ID:cG.BmdQ0<>&gt;&gt;70<br>確かに・・<br><br>べるしいスペシャルカツカレー大盛り<br>http://imepita.jp/20090828/563530<br>http://imepita.jp/20090828/563870<>
以下、VIPにかわりましてパー速民がお送りします<>sage<>2009/08/28(金) 15:42:50.30 ID:hqXjI1oo<>ゴローちゃんの反応が気になる・・・<>
以下、VIPにかわりましてパー速民がお送りします<><>2009/08/28(金) 15:42:54.77 ID:xWFe7IDO<>それみてゴローはなんという？<>
ハリー</b> ◆isgmyqRsI6<b><><>2009/08/28(金) 15:46:56.86 ID:jQnvpEDO<>たまにキ○ガイと言われますｗｗｗｗ<br><br>パフェ冷たいよー！<>
以下、VIPにかわりましてパー速民がお送りします<>sage<>2009/08/28(金) 16:07:53.00 ID:hqXjI1oo<>&gt;&gt;75<br>・・・・・・・・・・<br><br><br><br><br><br><br>納得<>
ハリー</b> ◆isgmyqRsI6<b><><>2009/08/28(金) 16:17:22.82 ID:jQnvpEDO<>最後のフルーツがああああああ<br><br><br>すみません、べるしぃは無理ですorz<>
ハリー</b> ◆isgmyqRsI6<b><><>2009/08/28(金) 16:21:51.38 ID:jQnvpEDO<>ごちそうさま……でした…ﾊﾞﾀｯ<>
以下、VIPにかわりましてパー速民がお送りします<>sage<>2009/08/28(金) 16:23:17.35 ID:hqXjI1oo<>乙ｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗ<>
以下、VIPにかわりましてパー速民がお送りします<>sage<>2009/08/28(金) 17:01:06.00 ID:8Ankx.DO<>30分後には腹減ったとか言ってるくせにwww<>
ハリー</b> ◆isgmyqRsI6<b><><>2009/08/28(金) 17:01:10.62 ID:jQnvpEDO<>おー…やっと動けるようになった…<br><br><br><br>寝場所を目指します<>
以下、VIPにかわりましてパー速民がお送りします<><>2009/08/28(金) 17:19:46.12 ID:cG.BmdQ0<>寝場所確保して風呂入ったらべるしいに行きたくなるに１０００カツカレー<>
ハリー</b> ◆isgmyqRsI6<b><><>2009/08/28(金) 17:25:11.54 ID:jQnvpEDO<>いや、ホントにそんなの無理だわ<br><br>いますんごい眠いの<br>これ走った疲れというより体が消化意外にエネルギー使いたくないから眠い感じ<br>もう走りながら寝たいきぶーん＼＾o＾／<>
以下、VIPにかわりましてパー速民がお送りします<><>2009/08/28(金) 17:27:55.90 ID:xWFe7IDO<>今更聞くけど<br>ゴールどこなの？<>
ハリー</b> ◆isgmyqRsI6<b><><>2009/08/28(金) 18:10:27.57 ID:jQnvpEDO<>ゴール…<br><br>じゃあ王子神谷の駅でｗｗｗｗ<br>出発地点に１番近いしｗｗ<br><br><br><br><br>まあそこはスレ立て＆出発した友達ん家の近くで自分ん家はさらに７０km先なんですけどねーｗｗｗｗｗｗ<>
以下、VIPにかわりましてパー速民がお送りします<><>2009/08/28(金) 18:17:28.44 ID:WsPOCgAO<>山陰はここまで蛇無し？<>
以下、VIPにかわりましてパー速民がお送りします<><>2009/08/28(金) 18:27:43.27 ID:cG.BmdQ0<>&gt;&gt;85<br>王子神谷から７０キロって千葉か神奈川？<>
以下、VIPにかわりましてパー速民がお送りします<><>2009/08/28(金) 18:45:31.68 ID:YYV1/6AO<>茨城かも<>
以下、VIPにかわりましてパー速民がお送りします<>sage<>2009/08/28(金) 18:57:43.53 ID:qVLMHEko<>お前ら御花畑駅を馬鹿にすんのもいいかげんにしとけよ？＠埼玉県民<>
以下、VIPにかわりましてパー速民がお送りします<><>2009/08/28(金) 18:59:50.86 ID:cG.BmdQ0<>&gt;&gt;88<br>ああそっか<br>東海道から王子神谷だもんね<br>勘違いしてた<>
以下、VIPにかわりましてパー速民がお送りします<><>2009/08/28(金) 19:01:49.58 ID:cG.BmdQ0<>&gt;&gt;89<br>林家たい平？<>
