21<>ザウルス応援団<><>2008/01/01(火) 01:23:49<>あけおめザウ！去年はいっぱい友達できたな！旅っていいな^^<><>A8Tc9yzg0
22<>ザウルス応援団<><>2008/01/01(火) 14:00:38<>あけましておめでとう金玉！<><>Ao5t6DQA0
23<></b> ◆Mouse.iuVs<b><>sage<>2008/01/01(火) 14:53:10<>うっほほおおおおおおおおおおおおおい<br>あけましておめでとうございます！<br>現時点でメール2通、年賀状1通（なお、リア友からの挨拶ゼロ）な金玉ザウルスです！<br><br>今年は海外からの中継を目標に活動を進めていきます。<br>不定期だし時間守らないしかなりﾃｷﾄｳなんですけど、<br>今後ともよろしくお願いします。<br><br>中途半端な企画はやらないのがザウルスの中の人のモットーです。<><>sayvXt3k0
24<><font color=#FF0000>金玉ザウルス★</font><><>2008/01/01(火) 14:54:38<>トリップ間違えたｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗ<><>???0
25<>ザウルス応援団<>sage<>2008/01/02(水) 00:36:33<>少々遅れたけど<br>あけましておめでとう<><>awX/1O7.0
26<>ザウルス応援団<><>2008/01/02(水) 23:48:40<>ちょっと18切符で安価旅に出る<br>http://yutori.2ch.net/test/read.cgi/news4vip/1199281679/<br><br>今北が旅にでたよ！ザウも１８切符で旅しないのか？<br>パソコンとバッテリーを背負って、電車旅中継の旅ｗｗｗｗイーモバの電波圏内で…<><>7CBzxV7E0
27<>ザウルス応援団<><>2008/01/03(木) 01:15:55<>遅れましたが、明けましておめでとうまたんき<br><br>箱根駅伝見てたら、「うはｗｗここ通ったｗｗなつかしーｗｗｗ」ってなりました。<br>一回も行った事無いのに、懐かしさを感じたのは俺だけじゃないはず<><>MTiN0ORU0
28<>ザウルス応援団<>sage<>2008/01/05(土) 20:35:26<>おまいらあけおめ。<br><br><a href="/bbs/read.cgi/auto/5394/1198948149/26" target="_blank">&gt;&gt;26</a><br>いろいろまずい気がする<><>PLHJKmY.0
29<>ザウルス応援団<>sage<>2008/01/10(木) 13:18:13<>ザウチ、あけおめ<br>ってもう遅いか<br>今度の決戦は、頑張れよｗｗｗｗｗ<><>27JJx.qE0
30<>ザウルス応援団<>sage<>2008/01/11(金) 16:19:30<>ざう、元気？<><>GJZI5Aok0
31<>ザウルス応援団<><>2008/01/11(金) 22:28:51<>惜しい人を、（ｒｙ<><>dieStY/g0
32<><font color=#FF0000>金玉ザウルス★</font><><>2008/01/11(金) 22:46:52<>そう簡単にはくたばりません＾ｐ＾<br><br>しばらく活動自粛します。<br>DVDのほうはちゃんと作ってます。ケースまだ40枚しかかってないけど。<br>テストも重なったりで大変です。単位とらないとやべぇｗｗｗｗｗｗｗｗｗ<br><br>春休みに一旅行します。<br>そのときをお楽しみに。<><>???0
33<>ザウルス応援団<>sage<>2008/01/12(土) 00:14:33<>ラジオも自粛？<><>EoNb/7wU0
34<><font color=#FF0000>金玉ザウルス★</font><><>2008/01/13(日) 12:49:30<>うん、きめた！<br>今夜ラジオするわ！<><>???O
35<>ザウルス応援団<>sage<>2008/01/13(日) 13:09:37<>ｗｋｔｋ<br>ラジタイ、教えてくだしぁ<><>fUOPQqEU0
36<>ザウルス応援団<>sage<>2008/01/13(日) 18:19:59<>ところで、昨日ザウチ、キーボードひくラジオやってた？<><>fUOPQqEU0
37<>ザウルス応援団<>sage<>2008/01/13(日) 18:52:22<><a href="/bbs/read.cgi/auto/5394/1198948149/34" target="_blank">&gt;&gt;34</a><br>ちょっw春休みまでお休みかとw<br>何時からよ？<><>JSsYVi5g0
38<><font color=#FF0000>金玉ザウルス★</font><><>2008/01/13(日) 19:59:38<>ザウルスタイムこみで11時ぐらいから。。。<br>疲れたんで少し寝ますぅ。<br><br><a href="/bbs/read.cgi/auto/5394/1198948149/35" target="_blank">&gt;&gt;35</a><br>金玉ザウルス　の　自転車と実況と、旅ラジオ<br>http://jbbs.livedoor.jp/bbs/read.cgi/auto/5394/1195222836/<br>でやります<br><br><a href="/bbs/read.cgi/auto/5394/1198948149/36" target="_blank">&gt;&gt;36</a><br>やってたｗｗｗｗｗ<br>なんでしってんのｗｗｗｗｗ<br><br><a href="/bbs/read.cgi/auto/5394/1198948149/37" target="_blank">&gt;&gt;37</a><br>うん、いろいろ考えることがあるので、とりあえず、それについて今日は報告いたしますぅ。<><>???0
39<>ザウルス応援団<>sage<>2008/01/13(日) 20:44:38<>昨日じゃなくて<br>今朝方だな<br>なんかRAZIEに引っかかってた<br>俺は、生で聞いたけど<><>fUOPQqEU0
40<>ザウルス応援団<>sage<>2008/01/13(日) 21:15:16<>１２時把握<><>iYWo18t20
41<><font color=#FF0000>金玉ザウルス★</font><><>2008/01/13(日) 21:59:50<>ごめん、ザウルスタイムってレベルじゃないです。。。<br>風邪ひいた。熱っぽい。頭いたいし。。。<br><br>ごめん、明日の夜だ！明日の夜に必ずやります。<br>食料なくて大ピンチ。<><>???0
42<>ザウルス応援団<>sage<>2008/01/13(日) 22:09:29<>ｺﾅｶｯﾀ━━━(´ﾟAﾟ`)━━━!!!!<br>ミカンに、飯くわしてもらえばいいと思うよ<br>というより、今こそ決戦じゃねｗｗｗ<><>fUOPQqEU0
43<><font color=#FF0000>金玉ザウルス★</font><><>2008/01/13(日) 22:09:42<>ちなみに、ラジオするときは、<br>金玉ザウルス→マウント：gzaurus<br>にしてるので、各種ツールではそう指定しとけば自動録音ですｵﾇﾇﾒ。<><>???0
44<>ザウルス応援団<>sage<>2008/01/13(日) 22:16:44<>今日はジブリ実況あるんでﾗｼﾞｵあっても<br>聞けなかったわけですが、<br>なんとかしっかり食べてお大事に。<><>JSsYVi5g0
45<>ザウルス応援団<><>2008/01/14(月) 00:12:26<>明日夕方から1週間出かけてPC使えないから来週誰か録音うｐしておいてｗｗ<><>y2TXvXrU0
46<>ザウルス応援団<><>2008/01/14(月) 20:17:00<>ちなみに今日はやるんかな？<><>1bWSI9OA0
47<><font color=#FF0000>金玉ザウルス★</font><><>2008/01/14(月) 20:36:38<>すまんこ、まだ熱あるっぽいので、また明日に伸ばします。<br><br>なんだかなぁ・・・<><>???0
48<>ザウルス応援団<>sage<>2008/01/14(月) 21:00:34<>ザウルスタイムもついに１日単位で遅れるようになったか<br><br>いや、お大事に<><>hDUDDv3s0
49<>ザウルス応援団<>sage<>2008/01/14(月) 21:05:20<>熱っぽいのは仕様じゃなかったのか<><>d3U3wG8Q0
50<>ザウルス応援団<>sage<>2008/01/14(月) 21:07:07<><a href="/bbs/read.cgi/auto/5394/1198948149/47" target="_blank">&gt;&gt;47</a><br>ぬっくぬっくにして、体休めてくだしぁ<><>DYlKj6jA0
51<><font color=#FF0000>金玉ザウルス★</font><><>2008/01/14(月) 21:18:33<>34時間ぶりにごはんくいまっする。<br><br>なんかねぇいつも思う。<br>毎回掲示板きてれる人とか期待してくれてる人おるのに、<br>DVD遅れるラジオ遅れる実況遅れるのザウルスタイムバーゲンで<br>申し訳なさ過ぎる。。。<br><br>ちきしょうクオリティが低下しているっ！<><>???0
52<>ザウルス応援団<><>2008/01/14(月) 21:57:18<>おかしいな・・・風邪？・・・・・いつも、下の息子は鼻水出てるのになｗｗｗｗ<br><br><br>ゴミ箱がいつも以上にパンパン＞＜ｗｗｗｗ！<br>早く治せお!!<><>mPML2IAw0
53<>ザウルス応援団<><>2008/01/14(月) 22:12:26<>む、無理して流す放送なんて聴きたくないんだからねっ！<br>しっかり治してからラジオやりなさいよっ///<><>eVjkviHc0
54<>ザウルス応援団<>sage<>2008/01/15(火) 11:56:48<>しっかり治せよ！！<><>PcHuEE1k0
55<>ザウルス応援団<><>2008/01/15(火) 20:33:56<>で、ところで今日はどんな感じだい？<><>TvpkfQMM0
56<>ザウルス応援団<><>2008/01/15(火) 21:10:16<>これは!!!ラジオのこと忘れてる悪寒・・・・・<><>Bo4T7Kek0
57<>新<><>2008/01/15(火) 21:14:22<>真心・・いじめ撃退法<><>9vpURh.w0
58<>ザウルス応援団<><>2008/01/15(火) 22:50:27<>よし！賭けに勝ちそうだ！後1時間10分で　　明日<><>Bo4T7Kek0
59<>ザウルス応援団<><>2008/01/15(火) 23:30:39<>| ∧ 　 　　　　　　∧<br>|/　ヽ 　 　 　　　./ .∧<br>|　　 ｀､　　　　　/ 　 ∧　<br>|　　 　 ￣￣￣　　　　ヽ 　　　　　<br>|￣　　水曜日　　　　￣）<br>|￣￣￣￣￣￣￣￣￣.＼<br>|ヽ-=・=-′　ヽ-=・=-　　/　 　<br>|:: 　 　＼＿＿_／　　　　/<br>|:::::::　　　 ＼／　　　　　/<><>Bo4T7Kek0
60<>ザウルス応援団<><>2008/01/16(水) 20:38:06<>少しは元気になったのかな？ちょこっと書き込んでみ！<><>BL88K.rA0
61<>ザウルス応援団<><>2008/01/16(水) 21:51:36<>あ〜！本当に惜しい人を（ｒｙました。涙<><>Nh2/JPh20
62<><font color=#FF0000>金玉ザウルス★</font><><>2008/01/17(木) 00:03:21<>違うチガウんだすごく忙しくてきっと木曜の夜ぐらいは暇で<br><br>ごめん。。。<><>???0
63<>ザウルス応援団<>sage<>2008/01/17(木) 00:12:57<>２４日把握<><>LXfwSKSs0
64<>ザウルス応援団<><>2008/01/17(木) 01:06:49<>来年把握ｗｗｗ<><>rdDnpfrk0
65<>ザウルス応援団<><>2008/01/17(木) 11:54:29<>一応今晩ＲＡＺＩＥだけは起動しとくか<br><br>あんま無理はすんなよ<><>aF2XQSh.O
66<>ザウルス応援団<>sage<>2008/01/17(木) 16:36:06<>今年の２月１４日は木曜だから、その時でいいんじゃね<><>uLtke/NY0
67<><font color=#FF0000>金玉ザウルス★</font><><>2008/01/17(木) 20:45:58<>9時から。<><>???0
68<>ザウルス応援団<>sage<>2008/01/17(木) 20:47:31<>9時からの<br>気がする把握ｗｗｗ<><>XZja6lgs0
69<>ザウルス応援団<>sage<>2008/01/17(木) 20:48:52<>体調悪かったらやめておいてくれよ<br>体のためだし、愚痴になるからw<><>9u3gm4oU0
70<><font color=#FF0000>金玉ザウルス★</font><><>2008/01/17(木) 20:51:23<>金玉ザウルス　の　自転車と実況と、旅ラジオ<br>http://jbbs.livedoor.jp/bbs/read.cgi/auto/5394/1195222836/<br><br>いつもどおりここでやりまっする。<><>???0
71<>ザウルス応援団<><>2008/01/17(木) 20:54:00<>はーい＾＾<><>5kAdLENY0
72<>ザウルス応援団<><>2008/01/18(金) 21:22:27<>レスが少なくて話の内容が全く想像できん・・・。<br>誰か録音してたらうｐお願いｗｗ<><>uHEFTaDY0
73<>ザウルス応援団<>sage<>2008/01/18(金) 21:27:43<>センター前日だから人がいくらか減ってるんじゃね？<><>0qFdMT5o0
74<>ザウルス応援団<>sage<>2008/01/19(土) 20:21:29<>ttp://video.nifty.com/special/atc2k/atc_entry.htm<br>ここで前に出てきたあのCAMただでもらえるかもよ<br>コレWEBCAMみたいに使えたら最高なのにな<><>5GMNOhWI0
75<><font color=#FF0000>金玉ザウルス★</font><><>2008/01/20(日) 17:01:54<><a href="/bbs/read.cgi/auto/5394/1198948149/74" target="_blank">&gt;&gt;74</a><br>おーうめぇｗ<br>でもやっぱり録画型ですもんね、惜しいです。<br>あと音質もやはりというべきか、満足できるものではない気がします。<br><br>USBから電源を供給できるウェブキャムはでかいです。<br>春までに自転車用のインターフェース作ります。<br>ハンドルレバーで、簡単にカメラや実況状態を切り替えられるものを作るのです＞＜<><>???0
76<>ザウルス応援団<>sage<>2008/01/20(日) 17:34:18<><a href="/bbs/read.cgi/auto/5394/1198948149/75" target="_blank">&gt;&gt;75</a><br>春までにD、いやいやインターフェース作り、<br>がんばっください<><>euLuLX2.0
77<>ザウルス応援団<>sage<>2008/01/30(水) 21:47:32<>金玉！<br>生きてるかー？<><>Q2fM2ihI0
78<><font color=#FF0000>金玉ザウルス★</font><><>2008/01/31(木) 00:11:15<>いきてますよー！<br>色々と忙しいです。もうね、本当に申し訳ないと。。。<br><br>そして、最近、自転車実況につぐ次のジャンルを思いつき、それの資料集めもしてます。<br>もっと未来の話になりますけど。<br>えぇい目指せネットでもリアルでも充実野郎！<><>???0
79<>ザウルス応援団<>sage<>2008/01/31(木) 00:25:14<>おう<br>元気でなにより<br>「次のジャンル」・・・さんぽ？<><>.DZu25rE0
80<><font color=#FF0000>金玉ザウルス★</font><><>2008/01/31(木) 00:33:25<>うはｗｗｗｗ誤爆したｗｗｗｗｗｗｗｗｗｗｗ<br><br><a href="/bbs/read.cgi/auto/5394/1198948149/79" target="_blank">&gt;&gt;79</a><br>最近気づいたんですが、移動モノ実況ってやっぱり自転車が利にかなってると思うんです。<br>あとづけの理由にもなりますがｗ<br><br>散歩だと、振動が多すぎるので、なかなかその対策が大変です。<br>カメラを常にもって歩くのも変ｗｗｗ<br>バイクや自動車、電車の場合は、速度と通信がネックになります。<br>高速で移動すればするほど、当然通信が不安定になるので、<br>うまくパケットがおくれないみたいです。<br><br>そして、どうがんばっても僕は実況がすきっすｗｗｗｗｻｰｾﾝｗｗｗｗｗ<br>いろいろ考えてもやっぱり実況メインでいろいろやりたいので、<br>早く単位とってがんばりながらいろいろやりますｗｗｗｗｗｗｗｗｗｗ<><>???0
81<>ザウルス応援団<><>2008/01/31(木) 16:22:52<><a href="/bbs/read.cgi/auto/5394/1198948149/80" target="_blank">&gt;&gt;80</a><br>金玉ザウルス　の　自転車と実況と、旅ラジオ<br>http://jbbs.livedoor.jp/bbs/read.cgi/auto/5394/1195222836/880<><>QPosST0Y0
82<><font color=#FF0000>金玉ザウルス★</font><><>2008/01/31(木) 17:12:16<>なんという恥さらしｗｗｗｗｗｗｗｗｗｗｗ<br><br>とりあえずラジオとかで近況報告したいにはしたいんですけど、<br>まとまった時間がないです。ま、2月上旬ぐらいには復帰します。<><>???0
83<>ザウルス応援団<><>2008/01/31(木) 23:56:46<>うっわ！生きてたか・・・・・ティッシュ使うのは、ほどほどに＞＜<><>91fwBkKs0
84<>ザウルス応援団<><>2008/02/01(金) 22:22:48<>さて、2月上旬になったわけだがｗｗｗｗ<br><br><br>まだ？<><>hYKinS120
85<>ザウルス応援団<>sage<>2008/02/01(金) 23:19:59<>気が早いｗｗ<><>taJgscpE0
86<>ザウルス応援団<><>2008/02/02(土) 13:08:25<>なんか生存確認だけでもできて良かったわｗｗｗｗ<br>あんま無理はすんなよー<br><br>そして次のネタｗｋｔｋ<><>h5F9TkwEO
87<>ザウルス応援団<><>2008/02/03(日) 14:03:05<>大雪実況まだ〜？<><>lPpjxpfg0
88<>ザウルス応援団<>sage<>2008/02/07(木) 21:09:03<>ザウチ生きてるかーーー<br>そろそろ、放送日の予告してケレ<><>7JD9fS3I0
89<>ザウルス応援団<><>2008/02/07(木) 21:28:10<>もうね、これはね、バレンタインのヤケクソ実況しかないね。<br><br><br><br>上旬ではないが・・・。<><>gssUZ2/w0
90<>ザウルス応援団<><>2008/02/07(木) 23:47:44<>バイトに学業に忙しいんだな！ザウルス・・・・・<br><br>リア充ｗｗｗｗ<><>1akfm.Qw0
91<>ザウルス応援団<><>2008/02/07(木) 23:48:58<>リア充王子ノシ<><>54EiyUIQ0
92<>ザウルス応援団<><>2008/02/09(土) 19:16:13<>いつ？いつ？いつ？いつ？いつ？<br>いつ？いつ？いつ？いつ？いつ？<br>いつ？いつ？いつ？いつ？いつ？<br>いつ？いつ？いつ？いつ？いつ？<br>いつ？いつ？いつ？いつ？いつ？<><>.msULU120
93<>ザウルス応援団<>sage<>2008/02/10(日) 18:31:41<>リア…充？<><>xH/LBZ1k0
94<>ザウルス応援団<>sage<>2008/02/11(月) 16:50:02<>ザウチさんへ<br>アー　ユー　放置　プレイ？<><>w0.qva5A0
95<>ザウルス応援団<><>2008/02/11(月) 22:10:20<>とうとう・・・亡くなった？<br><br>ざむ〜！<><>C5uWHf9c0
96<>ザウルス応援団<>sage<>2008/02/11(月) 23:07:14<>惜しい人をなくしました<><>m/MHrvvc0
97<>ザウルス応援団<>sage<>2008/02/11(月) 23:24:54<>ピアノ弾いてはりましたｗ<><>KBPA/EBY0
98<>ザウルス応援団<>sage<>2008/02/12(火) 10:55:39<>DVDDVDDVDDVDDVDDVDDVDDVDDVDDVDDVDDVDDVD<><>rpw2isLo0
99<>ザウルス応援団<><>2008/02/12(火) 16:15:51<>南無〜！ザ〜無〜！<br><br>安らかに・・・・<><>TONft/ak0
100<>ザウルス応援団<><>2008/02/15(金) 22:09:40<>さて、本当に前半が終わり後半に入った訳だが・・・<br><br>金玉時間にも程がありすぎるｗｗｗ<><>5dApVbGI0
101<>ザウルス応援団<><>2008/02/15(金) 22:36:09<>こうして金玉ザウルスは忘れ去られるのであった・・・<><>MqefU9ds0
102<>ザウルス応援団<><>2008/02/16(土) 15:47:19<><a href="/bbs/read.cgi/auto/5394/1198948149/101" target="_blank">&gt;&gt;101</a>　それが狙いだｗｗｗｗｗ<br>きっと改名を狙ってるに違いないｗｗｗ<><>27fvlDBk0
103<>ザウルス応援団<><>2008/02/20(水) 15:30:26<>きっと４年に１回のあの日に何かやる予定のはずだ！<><>feq9vHNoO
104<>ザウルス応援団<>sage<>2008/02/20(水) 15:39:42<>このまま行くと下手すると2月が・・・<><>E5BFCk2U0
105<>ザウルス応援団<>sage<>2008/02/21(木) 06:00:03<>http://ascii.jp/elem/000/000/109/109293/19_c_800x536.jpg<><>V.6QY4jE0
106<>ザウルス応援団<>sage<>2008/02/23(土) 00:56:47<><a href="/bbs/read.cgi/auto/5394/1198948149/105" target="_blank">&gt;&gt;105</a><br>どうコメントしてよいやら・・・<><>44Lo9Tzw0
107<>ザウルス応援団<><>2008/02/23(土) 20:00:04<><a href="/bbs/read.cgi/auto/5394/1198948149/106" target="_blank">&gt;&gt;106</a>　ｸﾞﾛ注意だろ？<><>XsJaAYuw0
108<>ザウルス応援団<><>2008/02/23(土) 21:51:25<>ザウルスはいなくなってしまったか・・・<br>しょうがない、今年の夏は俺が自転車で沖縄まで行くか！！<><>nrXYvmnE0
109<>ザウルス応援団<>sage<>2008/02/23(土) 21:53:19<>ｗｋｔｋ<><>cxZfUPJo0
110<>ザウルス応援団<>sage<>2008/02/23(土) 22:31:33<>もう「DVDもう少し待って待って詐欺」はやめてください<><>krz2td7g0
111<>ザウルス応援団<>sage<>2008/02/23(土) 23:55:39<>ザウチは、星になって遠いところに逝ってしまいました<br>わーたーしーの♪、おはかｎ（ｒｙ<><>jMtxuNNM0
112<>ザウルス応援団<><>2008/02/24(日) 21:47:34<>留年？危機？それとも・・・・<><>ekXd3P7g0
113<>えりんぎゃー<>benjonthon@docomo.ne.jp<>2008/02/26(火) 11:17:53<>たまらんわ、あのにゅるっと膣に入っていく瞬間！ttp://dwarfurl.com/2b08a?KP7CUzWR<><>1qI3QIPo0
114<><font color=#FF0000>金玉ザウルス★</font><><>2008/02/26(火) 20:40:39<><a href="/bbs/read.cgi/auto/5394/1198948149/113" target="_blank">&gt;&gt;113</a><br>俺のいない間に広告とはいい度胸してやがる。<br>IPと接続ノードから特定してやるから覚悟してやがれ！！！！<br><br><br><br>というわけで、ただいま。<><>???0
115<>ザウルス応援団<>sage<>2008/02/26(火) 20:46:17<>おかえりなんだぜ<><>BXKVT1GE0
116<>ザウルス応援団<>sage<>2008/02/26(火) 21:05:32<>おう<br>おかえりw<br>コンポタ反省会やってくれ<><>tV2xBok.0
117<><font color=#FF0000>金玉ザウルス★</font><><>2008/02/26(火) 21:25:21<>待てｗｗｗｗｗ<br><br>事情はもうちょっとしたら説明するので、もう少し待って欲しいのです、いろいろなのです。<br>金玉ザウルスだって。。。<><>???0
118<>ザウルス応援団<><>2008/02/26(火) 22:41:22<>彼女が出来て同姓中なのか？<><>C0fOBAh20
119<>ザウルス応援団<>sage<>2008/02/26(火) 22:56:10<>台湾へは新婚旅行か…<><>bANfwlsw0
120<>ザウルス応援団<><>2008/02/26(火) 23:43:06<><a href="/bbs/read.cgi/auto/5394/1198948149/117" target="_blank">&gt;&gt;117</a>　・・・留年・・・確定か？<><>XKKukz4Q0
121<><font color=#FF0000>金玉ザウルス★</font><><>2008/02/27(水) 00:10:13<>単純に説明。<br><br>１．彼女なんて・・・彼女なんて・・・・<br>２．事情によりお金がない・・・・<br>３．留年FLG・・・<br><br><br>人生ｵﾜﾀ<br><br>でもさ、今はどうしても立て直したい。普通の生活を。<><>???0
122<>ザウルス応援団<>sage<>2008/02/27(水) 00:15:32<>本を書いて目指せ印税生活<><>r61QfLUY0
123<>ザウルス応援団<><>2008/02/27(水) 03:38:58<>やっと自分が学生ということに、気がついたか・・・・勉強汁ｗｗｗ<><>nETxbNAQ0
124<><font color=#FF0000>金玉ザウルス★</font><><>2008/02/27(水) 11:24:47<>ご心配かけました、ザウルスです。<br><br>遅くなりましたが、所信表明<br><br>えぇと、まず、今後、4月以降まで、金玉ザウルスとしての活動は一切行いません。<br>というのも、ネット環境がなくなり、そしてイーモバイルも別のことに使われているからです。<br><br>次に、プライベートでいろいろと解決しなければいけないことがあり、そちらの解決に当面<br>力を注ぎたいと思っています。<br><br>DVDに関しても、配布時期は未定としかいわざるを得ません。<br>ただ、本当にたくさんのかたにお世話になったので、なんとしてでも何かカタチの残る記録は作りたいと<br>思っています。<br><br>中の人は、精力的に活動する予定です。<br>そちらに興味のある方のために、おいおい状況はこのスレに書き込みます。<br><br><br>いずれにせよ、金玉ザウルスはもう終わりだと思います。<br>実況でもラジオでも、たとえそれがネットの片隅でのくだらない娯楽だったとしても<br>僕は多くのことを学ぶことができましたし、それによって得たものも沢山あります。<br><br>この掲示板をのぞいてくれてる方にもすごく感謝しています。<br>そして、まだポテンシャルはのこっているので、次のことに挑戦します。<br><br>というわけで、次回。<br>「ちょっと重力突破してみるｗｗｗｗ」のスレにご期待ください。<><>???0
125<>ザウルス応援団<>sage<>2008/02/27(水) 12:00:17<>頑張る君を草葉の陰からいつも応援してるからね（　^ω^）<><>7cftQhV.0
126<><font color=#FF0000>金玉ザウルス★</font><><>2008/02/27(水) 12:31:05<><a href="/bbs/read.cgi/auto/5394/1198948149/125" target="_blank">&gt;&gt;125</a><br>ありがとう、ありがとうございまうす＞＜<br><br>辛いけど、負けないです。<><>???0
127<>ザウルス応援団<>sage<>2008/02/27(水) 12:55:40<>まあ、あれだ・・・頑張ってもいいんじゃねえか、この際。<><>iv.WMoas0
128<>ザウルス応援団<><>2008/02/27(水) 17:53:50<>なに〜！金玉ザウルスの名を捨てるのか？・・・<br><br><br>新しい名前あげる^^オナティッシュパン太郎<><>fG71RwK60
129<>ザウルス応援団<><>2008/02/27(水) 20:56:59<>人生いろいろだよな〜<br><br>オレはたまに覗いてみるよ<br><br>待ってるから<><>6nH/.Dlg0
130<>ザウルス応援団<>sage<>2008/02/27(水) 22:07:18<>まああれだ<br>問題解決優先でおｋ<br><br>問題解決したら、なにかしら先が見えてくるんじゃないかな<br><br>そうしたらまた戻って来いよー<><>5tiVw19M0
131<>ザウルス応援団<><>2008/02/27(水) 22:16:09<>重力突破って・・・<br><br>wktkが止まらないｗｗｗｗｗｗｗ<><>BN.C1x1Q0
132<>ザウルス応援団<><>2008/02/27(水) 22:19:44<>自転車やめてパラグライダーでも始めたのかしらん。<><>mEgvQ7QM0
133<>ザウルス応援団<>sage<>2008/02/27(水) 22:25:23<>重力突破・・・<br>JAXAの宇宙飛行士に応募するんですね!<br>何ていったって10年ぶりの募集ですからね今しかありませんよ<br><br>シャトルｏｒソユーズで地球の重力を振り切って宇宙に進出<br>宇宙でゴルフした人いるけどまだマウンテンバイクこいだ人はいないはず<br>ＩＳＳ内にエクササイズ用のエアロバイクもあるしトレーニング設備結構充実してるようですし<br>受け入れ態勢は既に整ってますよ！！<br>頑張ってマタンキ<><>y8kDHE3c0
134<>ザウルス応援団<>sage<>2008/02/27(水) 22:46:09<>終わりとか言うなよ・・・<br>いつの日か海外チャリ実況することを心待ちにしてる<><>KUck3GNY0
