1<>以下名無しにかわってVIPがお送りします <><>2008/01/17(木) 12:19:13<><a href="/bbs/read.cgi/computer/30117/1200539953/2-5" target="_blank">&gt;&gt;2-5</a>にテンプレ<>【本スレ】京都VIPPER Part2【inしたらば】<>mibzYnAwO
32<>以下名無しにかわってVIPがお送りします <><>2008/01/25(金) 19:54:12<>誰かtwitterやってね？やってたら全力でfollowする<br><br>ttp://twitter.com/<><>oxP/f5RA0
33<>以下名無しにかわってVIPがお送りします <><>2008/01/27(日) 21:31:21<>隣の部屋うるせえ(´・ω・｀)<br>勉強してんのにて…<><>cTP9D7DE0
34<>以下名無しにかわってVIPがお送りします <><>2008/01/28(月) 01:00:53<>ギシアンか！？それはギシアンなのか？<><>tLn2aXn6C
35<>以下名無しにかわってVIPがお送りします <><>2008/01/28(月) 02:33:01<>壁越しだからマシだろ<br>横でPCのファンが轟音だしてるから寝たいが寝れん<><>rGDytuV6O
36<>以下名無しにかわってVIPがお送りします <><>2008/01/28(月) 03:32:15<><a href="/bbs/read.cgi/computer/30117/1200539953/35" target="_blank">&gt;&gt;35</a><br>それは嫌なファンだな。<><>MmLK1jWs0
37<>以下名無しにかわってVIPがお送りします <>sage<>2008/01/30(水) 03:51:31<>腹減った<><>iiiK8wDM0
38<>以下名無しにかわってVIPがお送りします <><>2008/01/30(水) 06:23:25<>一緒にメシ食いに行こうぜ！お前の金で(^ω^)b<><>XGcO5ls6O
39<>以下名無しにかわってVIPがお送りします <><>2008/02/01(金) 03:00:17<>俺も腹減った<br>ｵﾇﾇﾒの夜食ない？<><>.WONk5ag0
40<>以下名無しにかわってVIPがお送りします <><>2008/02/01(金) 03:06:24<>金ちゃんらーめん<><>.jEZhDCMO
41<>以下名無しにかわってVIPがお送りします <><>2008/02/01(金) 03:50:31<>胃が痛くなってきた<><>.WONk5ag0
42<>以下名無しにかわってVIPがお送りします <><>2008/02/01(金) 12:42:55<><a href="/bbs/read.cgi/computer/30117/1200539953/41" target="_blank">&gt;&gt;41</a><br>餃子食ったか？<><>kRqd75PU0
43<>以下名無しにかわってVIPがお送りします <><>2008/02/01(金) 14:33:13<><a href="/bbs/read.cgi/computer/30117/1200539953/42" target="_blank">&gt;&gt;42</a><br>あれは胃だけじゃ済まないだろう…<><>.WONk5ag0
44<>そうだ、京都へ行こうスレの&gt;1</b> ◆4BmFm/dw9A<b><><>2008/02/04(月) 18:12:19<>やってきたぜ、夢の国ッ！<br>こちとら仕事だと云うのに、どいつもこいつもネズミ相手に浮かれてやがるッ！<br><br><br><br><br><br><br><br><br><br>・・・イイなぁ。<><>PbV6q9dkO
45<>以下名無しにかわってVIPがお送りします <><>2008/02/04(月) 19:07:43<><a href="/bbs/read.cgi/computer/30117/1200539953/44" target="_blank">&gt;&gt;44</a><br>中の人の仕事なの？<><>xq5gl56Q0
46<>そうだ、京都へ行こうスレの&gt;1</b> ◆4BmFm/dw9A<b><><>2008/02/04(月) 19:38:33<>&gt;45<br>違うよｗｗｗ<br>詳しく言うと消されるk(ry<><>PbV6q9dkO
47<>以下名無しにかわってVIPがお送りします <>sage<>2008/02/04(月) 21:39:50<>で<a href="/bbs/read.cgi/computer/30117/1200539953/1" target="_blank">&gt;&gt;1</a>の人は14日にはこれそうなのか？<><>9pCgpqL.0
48<>そうだ、京都へ行こうスレの&gt;1</b> ◆4BmFm/dw9A<b><><>2008/02/05(火) 00:26:06<>&gt;47<br>正直微妙<><>Rm3tnRKAO
49<>以下名無しにかわってVIPがお送りします <><>2008/02/05(火) 07:36:24<>ま　　た　　女　　か<><>OaQNv6oE0
50<>以下名無しにかわってVIPがお送りします <>sage<>2008/02/05(火) 08:53:37<>股女・・・<><>Knhezyz6o
51<>以下名無しにかわってVIPがお送りします <>sage<>2008/02/05(火) 11:14:31<>女も京都に連れてきたら？<br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br>石投げてやんよ（´・ω・）<><>.Jt9U8b60
52<>そうだ、京都へ行こうスレの&gt;1</b> ◆4BmFm/dw9A<b><><>2008/02/05(火) 20:03:55<>('A`)ﾅﾆｺﾉﾅｶﾞﾚ<><>6857xn9k0
53<>以下名無しにかわってVIPがお送りします <><>2008/02/06(水) 00:03:37<>京都を取るか女を取るか<><>ded38stMo
54<>以下名無しにかわってVIPがお送りします <><>2008/02/06(水) 07:28:27<>ふざけんなよ京１(´・ω・)<><>eCu.yPEwO
55<>以下名無しにかわってVIPがお送りします <><>2008/02/06(水) 08:32:23<>私という男がいるのに女…。私は捨てられたのね…<><>6NrMvfLMO
56<>以下名無しにかわってVIPがお送りします <>sage<>2008/02/06(水) 12:47:20<><a href="/bbs/read.cgi/computer/30117/1200539953/55" target="_blank">&gt;&gt;55</a><br>オマイには俺が・・・<><>wgalNa4Uo
57<>以下名無しにかわってVIPがお送りします <><>2008/02/06(水) 18:50:38<><a href="/bbs/read.cgi/computer/30117/1200539953/56" target="_blank">&gt;&gt;56</a><br>私は京行さんのあの逞しい腕に抱かれたいのぉ！<><>6NrMvfLMO
58<>以下名無しにかわってVIPがお送りします <>sage<>2008/02/06(水) 19:52:20<>京行ってｶﾞﾁﾎﾓなの？<br>じゃあいいわ。<><>2TNRJPQ20
59<>以下名無しにかわってVIPがお送りします <><>2008/02/06(水) 21:24:31<>え？ガチホモだったの？<><>gdq816Vg0
60<>以下名無しにかわってVIPがお送りします <>sage<>2008/02/06(水) 23:01:07<>何をいまさら・・・<><>yhU0croUo
61<>以下名無しにかわってVIPがお送りします <>sage<>2008/02/07(木) 00:15:42<><a href="/bbs/read.cgi/computer/30117/1200539953/59" target="_blank">&gt;&gt;59</a><br>ここだけの話、この前のｵﾌでも……らしいぜ？<><>he2ZAvIM0
62<>そうだ、京都へ行こうスレの&gt;1</b> ◆4BmFm/dw9A<b><><>2008/02/07(木) 06:05:36<>('A`)ﾅﾆｺﾉﾅｶﾞﾚ<><>Ufl4kHXA0
63<>以下名無しにかわってVIPがお送りします <><>2008/02/07(木) 08:00:38<>京１の肉体は俺のものｗｗｗｗｗｗｗｗｗ<><>MNVtFzZ6O
64<>以下名無しにかわってVIPがお送りします <>sage<>2008/02/07(木) 08:10:35<>逞しい腕っちゅうより太ましい腹だろｗ<><>F12YTXAYo
65<>以下名無しにかわってVIPがお送りします <>sage<>2008/02/07(木) 18:06:04<>こんど女装してｵﾌいこう<><>he2ZAvIM0
66<>以下名無しにかわってVIPがお送りします <><>2008/02/07(木) 18:27:23<><a href="/bbs/read.cgi/computer/30117/1200539953/65" target="_blank">&gt;&gt;65</a>が女装してくるようです<><>GU8W4x.kO
67<>以下名無しにかわってVIPがお送りします <><>2008/02/08(金) 21:40:59<>じゃあ俺は男装していくゼ<><>p2wlyeqUC
68<>以下名無しにかわってVIPがお送りします <>sage<>2008/02/08(金) 21:44:55<>じゃあ俺は曹操装<><>8xXCMsHQ0
69<>以下名無しにかわってVIPがお送りします <><>2008/02/08(金) 21:58:00<>じゃあ京１は全裸なｗ<><>Pst8ALa2o
70<>以下名無しにかわってVIPがお送りします <><>2008/02/09(土) 00:22:50<>クロス・アウッ！！（脱衣）<br>フォオオオオオ<><>oP.j0iCwO
71<>そうだ、京都へ行こうスレの&gt;1</b> ◆4BmFm/dw9A<b><>sage<>2008/02/09(土) 01:17:19<>む〜・・・やはり休みは取れなくて２月中には行けそうに無いなぁ・・・<br>すまぬ<><>m4qmjajE0
72<>以下名無しにかわってVIPがお送りします <>sage<>2008/02/09(土) 01:50:20<>日頃遅刻しなければいいんじゃね？<><>cOS3uNQIo
73<>以下名無しにかわってVIPがお送りします <>sage<>2008/02/09(土) 08:28:40<>仕事中に萌え萌えしてるからじゃね？<><>sxrBv8Boo
74<>以下名無しにかわってVIPがお送りします <>sage<>2008/02/09(土) 17:03:21<>雪YABEEEEEEEEEEEEEEE<br>積もんねーかな。雪合戦したいのー。<><>xTGzv9yQ0
75<>以下名無しにかわってVIPがお送りします <><>2008/02/09(土) 21:42:36<>誰も向島にはすんでないのかい（´・ω・）<><>TiUWAkkE0
76<>以下名無しにかわってVIPがお送りします <>sage<>2008/02/12(火) 14:51:16<>あぁぁぁーーーー成り上がりてえぇぇぇ<><>XBoRhUfg0
77<>以下名無しにかわってVIPがお送りします <>sage<>2008/02/13(水) 19:02:54<>東京だ。もう東京に行ってやる<><>h8Ewz5PEC
78<>以下名無しにかわってVIPがお送りします <>sage<>2008/02/14(木) 18:25:32<>誰かチョコください(´・ω・｀)<><>452famto0
79<>以下名無しにかわってVIPがお送りします <><>2008/02/14(木) 19:20:41<>誰かチ○コください<><>HA/q14zoo
80<>以下名無しにかわってVIPがお送りします <>sage<>2008/02/14(木) 20:20:55<>(´；ω；｀)<><>452famto0
81<>以下名無しにかわってVIPがお送りします <><>2008/02/15(金) 07:45:40<>よし、チョコいっぱいもらえた<><>aRA3FLuI0
82<>以下名無しにかわってVIPがお送りします <>sage<>2008/02/15(金) 12:25:09<>ちょこっとだけもらったｗ　　　　チョコだけに・・・<><>dr2aZpBUo
83<>以下名無しにかわってVIPがお送りします <>sage<>2008/02/15(金) 12:39:18<>京行<a href="/bbs/read.cgi/computer/30117/1200539953/1" target="_blank">&gt;&gt;1</a>は来ないのか…<><>Mj9Tv1mM0
84<>以下名無しにかわってVIPがお送りします <><>2008/02/16(土) 08:27:11<><a href="/bbs/read.cgi/computer/30117/1200539953/1" target="_blank">&gt;&gt;1</a>との雑談スレだよね<><>WhFrXSQ2O
85<>そうだ、京都へ行こうスレの&gt;1</b> ◆4BmFm/dw9A<b><>sage<>2008/02/16(土) 09:42:19<>&gt;83<br>すまんのう・・・<br><br><br><br>&gt;84<br>じゃあ、書き込むの控えるよ<><>hsxkS/jgO
86<>以下名無しにかわってVIPがお送りします <>sage<>2008/02/16(土) 14:52:03<><a href="/bbs/read.cgi/computer/30117/1200539953/84" target="_blank">&gt;&gt;84</a><br>ここ雑談スレだろうよ。<br>そうでもしないと盛り上がらないし<><>k64so..c0
87<>以下名無しにかわってVIPがお送りします <><>2008/02/16(土) 15:08:39<>盛り上がりもなにも・・・ｗ<><>1mK.yMt60
88<>以下名無しにかわってVIPがお送りします <><>2008/02/17(日) 05:08:45<>京行1に聞きたいんだが、青春１８きっぷを利用したら東京ー京都間は<br>いくらだった？？<><>mJwDa7DA0
89<>以下名無しにかわってVIPがお送りします <><>2008/02/17(日) 19:34:42<><a href="/bbs/read.cgi/computer/30117/1200539953/88" target="_blank">&gt;&gt;88</a><br>昼間のうちに普通列車を乗り継いでいけば2300円（しんどいのであまりおすすめできない）<br>夜行（ムーンライトながら）で行くと日付を跨ぐので4600円+指定席510円=合計5110円<br>京行1本人に訊きたかったのだとしたらｽﾏﾝ<><>c5AWlE1g0
90<>以下名無しにかわってVIPがお送りします <><>2008/02/17(日) 19:40:39<>言い忘れてた<br>18きっぷは5枚綴りだから買うときは11500円出さないといけないよ<br>まあ余ったら金券ショップにでも売ればいいと思うが<><>c5AWlE1g0
91<>以下名無しにかわってVIPがお送りします <><>2008/02/17(日) 23:16:31<>ありがとう。夜に使用するなら日をまたぐから2枚いるのと<br>買うときは5枚綴りなのね…<br>なるべく安く移動しようと思って利用しようと考えたんだが<br>案外値段するのね<><>N8eNLv4EC
92<>そうだ、京都へ行こうスレの&gt;1</b> ◆4BmFm/dw9A<b><>sage<>2008/02/18(月) 07:16:07<>午前0時を過ぎて発着する駅で待ち構えれば18きっぷは1枚で済む<br>が、しかし<br>下りは小田原駅で、東京駅から\1,450-になりちょっぴりだけお得なのに対して<br>上りは大府駅で、京都駅から\2,940-になり逆に高く付く<br><br><br><br>金券ショップの18切符バラ売りは2枚分が一番割高な傾向<><>nH7AEgjo0
93<>以下名無しにかわってVIPがお送りします <><>2008/02/18(月) 07:50:56<>結局のとこ、往復で4枚もってけ<br>と言うのが正解なんだな(´･ω･｀)<br><br>何にも観光しなくて、東京の空気を吸いにいくだけでも3万はかかるな<><>OMF0xBXEC
94<>以下名無しにかわってVIPがお送りします <><>2008/02/18(月) 14:46:52<>ヒント：夜行バス<><>dnKbcwvgo
95<>以下名無しにかわってVIPがお送りします <>sage<>2008/02/18(月) 17:30:09<><a href="/bbs/read.cgi/computer/30117/1200539953/93" target="_blank">&gt;&gt;93</a><br>俺と参勤交代ごっこしようぜ<><>o/R7UXtc0
96<>以下名無しにかわってVIPがお送りします <><>2008/02/18(月) 21:36:04<>ざっくりとしか見てないが夜行バスも片道5000円くらいだったような…<br>そして酔ってしまいそう<br><br><br><br>東京って遠いね<><>.KW9bDh6C
97<>以下名無しにかわってVIPがお送りします <><>2008/02/18(月) 21:42:34<>ヒント：自転車<><>OjQo29Qso
98<>以下名無しにかわってVIPがお送りします <>sage<>2008/02/18(月) 21:59:39<>自転車少年ナツカシス(´・ω・｀)<><>o/R7UXtc0
99<>以下名無しにかわってVIPがお送りします <><>2008/02/18(月) 22:00:45<><a href="/bbs/read.cgi/computer/30117/1200539953/100" target="_blank">&gt;&gt;100</a>が自転車で東京まで行くってマジ！？<><>mpbRQEj20
100<>ちり<><>2008/02/19(火) 21:37:37<>行かねーよ(`・ω・´)<><>10qOhbc2O
101<>以下名無しにかわってVIPがお送りします <><>2008/02/19(火) 22:34:36<><a href="/bbs/read.cgi/computer/30117/1200539953/100" target="_blank">&gt;&gt;100</a><><>uz/WEOCQ0
102<>以下名無しにかわってVIPがお送りします <>sage<>2008/02/19(火) 22:39:34<><a href="/bbs/read.cgi/computer/30117/1200539953/100" target="_blank">&gt;&gt;100</a><><>taUDwciI0
103<>以下名無しにかわってVIPがお送りします <><>2008/02/20(水) 02:12:20<>花の都大東京〜<><>QO0JeUGQC
104<>カチューシャ<><>2008/02/20(水) 13:04:30<><a href="/bbs/read.cgi/computer/30117/1200539953/100" target="_blank">&gt;&gt;100</a><br>コテ氏ねｗｗｗｗｗｗｗｗｗ<><>/JzfqaRoO
105<>カテューシャ<><>2008/02/20(水) 21:33:25<><a href="/bbs/read.cgi/computer/30117/1200539953/104" target="_blank">&gt;&gt;104</a><br>そうゆうテメーもコテじゃねーかｗｗｗｗｗｗｗｗｗｗ<><>g7KRpTuAC
106<>カチューツャ<><>2008/02/21(木) 10:59:28<><a href="/bbs/read.cgi/computer/30117/1200539953/99-106" target="_blank">&gt;&gt;99-106</a>自演乙^^^^^＾＾＾＾＾＾＾＾＾＾＾＾＾＾＾＾＾<><>PsnbJ5eM0
107<>オチューシャ<>sage<>2008/02/22(金) 21:21:27<>どーでもええしｗ<><>oTtVyQbc0
108<>以下名無しにかわってVIPがお送りします <>sage<>2008/02/29(金) 07:32:32<>２ｃｈ繋がらないの俺だけか？<><>gJtPmcvAo
109<>以下名無しにかわってVIPがお送りします <><>2008/02/29(金) 19:07:34<>つながるでぇ〜<br>ってもう遅いか<><>sU67.NRk0
110<>以下名無しにかわってVIPがお送りします <><>2008/03/01(土) 02:14:16<>なぁ、君達。<br>夢っていくつくらいまで追い求められる？(´･ω･｀)<><>VaaTvmH2C
111<>以下名無しにかわってVIPがお送りします <>sage<>2008/03/01(土) 02:26:55<>３０代前半<><>YmF91Xwk0
112<>以下名無しにかわってVIPがお送りします <>sage<>2008/03/01(土) 08:53:44<>中2<><>niv8Hiqko
113<>以下名無しにかわってVIPがお送りします <>sage<>2008/03/01(土) 09:21:41<>二夢を追うも者、一夢を得ず　　　　えっ？<><>5URRmbOYo
114<>以下名無しにかわってVIPがお送りします <><>2008/03/01(土) 12:22:21<>マジレスすると22、23くらい<><>aECiMaGA0
115<>以下名無しにかわってVIPがお送りします <><>2008/03/01(土) 12:23:15<>夢にもよるだろｗｗ<><>HErmDMfco
116<>そうだ、京都へ行こうスレの&gt;1</b> ◆4BmFm/dw9A<b><>sage<>2008/03/01(土) 14:27:31<>京都征服と云う夢は何歳までおｋですか？<><>yXGuyAgQ0
117<>以下名無しにかわってVIPがお送りします <>sage<>2008/03/01(土) 19:01:26<>うわっ京都しばらく放置してる人が何か言ってるっ！！<><>mlkSKWPg0
118<>以下名無しにかわってVIPがお送りします <><>2008/03/01(土) 19:38:07<>何この人チョーありえないんですけどっ！！<><>JVjGFNO.0
119<>そうだ、京都へ行こうスレの&gt;1</b> ◆4BmFm/dw9A<b><><>2008/03/03(月) 20:46:07<>(；ω；)<br><br><br><br>&gt;110<br>まぢレスすると<br>人生どう転ぶなんて判らんから、夢を追うコト自体は何歳までも可能だ<br>夢が叶うコトは別問題<br>あと、夢をみるだけは問題外<br><br><br><br>僕ぁ植物学者目指してたのに<br>どこをどう間違ったのか今は電器屋だ<br>どうしてくれる<><>NnWgWLW.O
120<>以下名無しにかわってVIPがお送りします <>sage<>2008/03/03(月) 22:17:11<><a href="/bbs/read.cgi/computer/30117/1200539953/119" target="_blank">&gt;&gt;119</a><br>お花見しようぜ<><>vBOgC3Mg0
121<>以下名無しにかわってVIPがお送りします <><>2008/03/04(火) 17:39:27<><a href="/bbs/read.cgi/computer/30117/1200539953/120" target="_blank">&gt;&gt;120</a><br>花びら大回転ですな<br>(｀･ω･)<><>4OYZnr/UC
122<>以下名無しにかわってVIPがお送りします <><>2008/03/04(火) 18:02:12<><a href="/bbs/read.cgi/computer/30117/1200539953/121" target="_blank">&gt;&gt;121</a><br>変態！変態！（AA略<><>2w2emyBY0
123<>以下名無しにかわってVIPがお送りします <><>2008/03/04(火) 18:17:32<>カサーツ自重<><>fi3DcTKg0
124<>以下名無しにかわってVIPがお送りします <><>2008/03/04(火) 18:53:28<>カチューシャとかもうすっかり見なくなったな。<br>偽者しかでてこないし。<><>2w2emyBY0
125<>以下名無しにかわってVIPがお送りします <><>2008/03/04(火) 19:12:59<>2年ほど前に大学生だったんじゃないの？<br>ということは本物は就職なりして京都を離れたのかな？<><>lSfUc2hIC
126<>以下名無しにかわってVIPがお送りします <>sage<>2008/03/04(火) 19:42:54<>折田先生見に行こうぜｗ<><>V4.zic2w0
127<>以下名無しにかわってVIPがお送りします <><>2008/03/04(火) 20:14:23<>そして本物の天丼をいれると？<><>aHteEV8UC
128<>頭に変なの<><>2008/03/04(火) 22:08:37<><a href="/bbs/read.cgi/computer/30117/1200539953/125" target="_blank">&gt;&gt;125</a><br>絶賛留年中ですｗｗｗｗｗｗｗｗｗ<br>おまいら遊んでくださいｗｗｗｗｗｗｗｗｗ<><>T7lbFtcIO
129<>以下名無しにかわってVIPがお送りします <><>2008/03/04(火) 22:32:26<><a href="/bbs/read.cgi/computer/30117/1200539953/128" target="_blank">&gt;&gt;128</a><br>おお、いたんだ。<br>四月から何年生なの？<><>2w2emyBY0
130<>以下名無しにかわってVIPがお送りします <>sage<>2008/03/05(水) 05:16:01<>駄目だ…<br>猛烈に胃が痛い<><>25S0D.Dc0
131<>以下名無しにかわってVIPがお送りします <><>2008/03/05(水) 11:55:21<>&gt;129<br>年生<br>って使う奴は他県出身<><>mlwgqkzYO
132<>頭に変なの<><>2008/03/05(水) 12:25:47<>四月から六回生様な件('A`)<br><br>奨学生打ち切られて小学生か俺は…<br><br>リアル身内ごめんなさいごめんなさいごめんなさいごめんなさい('A('A`)A`)<><>gCLrx0FgO
133<>以下名無しにかわってVIPがお送りします <>sage<>2008/03/05(水) 16:20:54<><a href="/bbs/read.cgi/computer/30117/1200539953/132" target="_blank">&gt;&gt;132</a><br>最低でも24か・・・<><>QmeImorw0
134<>以下名無しにかわってVIPがお送りします <><>2008/03/05(水) 16:46:21<><a href="/bbs/read.cgi/computer/30117/1200539953/131" target="_blank">&gt;&gt;131</a><br>回生だろ？わざと年生って使ったんだ。<br>やっぱ回生ってのが一般的なんだな。<><>LODaVlVM0
135<>以下名無しにかわってVIPがお送りします <><>2008/03/06(木) 04:35:48<><a href="/bbs/read.cgi/computer/30117/1200539953/132" target="_blank">&gt;&gt;132</a><br>ニートでミートな俺より数段マシじゃないか…<><>DvOR/XFQC
136<>以下名無しにかわってVIPがお送りします <><>2008/03/07(金) 20:01:11<>ニートでキュートな俺はどうだろう？<><>hpLOoDZUO
137<>以下名無しにかわってVIPがお送りします <><>2008/03/09(日) 11:36:44<>昨日高島屋でｼﾙｸﾊｯﾄ探してた兄ちゃんがｶﾁｭｰｼｬでおｋ？領収書にｶﾁｭｰｼｬって書いてた。<><>3RpIzZ0.O
138<>以下名無しにかわってVIPがお送りします <><>2008/03/09(日) 13:01:31<>カチューシャだとしてもなんで領収書にその名前をｗｗｗｗ<><>OIBgAwgY0
139<>頭に変なの<><>2008/03/09(日) 19:21:16<>高島屋に着ていく服もありませんし、私は帽子が物凄く似合わないのでシルクハットなんざ買いません＞＜<><>eYpg7l2.O
140<>以下名無しにかわってVIPがお送りします <>sage<>2008/03/13(木) 17:16:15<>カチューシャまだ東京にいるのかな…<><>i6gA12k.0
141<>以下名無しにかわってVIPがお送りします <><>2008/03/17(月) 18:41:35<>ｶﾁｭｰｼｬなら俺の隣で永眠ってるよ<><>XQaPvlYI0
142<>以下名無しにかわってVIPがお送りします <><>2008/03/17(月) 21:02:46<>なんでもいいが飯行こうぜ<><>X1a0wmbkO
143<>以下名無しにかわってVIPがお送りします <><>2008/03/17(月) 22:19:15<>カチューシャだけど次元の狭間に迷い込んで出られないよ／^O^＼<><>k5bwd2J.O
144<>以下名無しにかわってVIPがお送りします <><>2008/03/18(火) 03:08:02<>ｶﾁｭｰｼｬだけど便秘すぎて便所から出られない/^O^＼<><>8Pr1/.skO
145<>以下名無しにかわってVIPがお送りします <><>2008/03/18(火) 13:32:38<>おまえらカチューシャしか話題が無いのかｗｗｗｗｗ<><>4edmfVG6O
146<>以下名無しにかわってVIPがお送りします <>sage<>2008/03/18(火) 14:47:24<>京都離れたくないよ<br>カチューシャに会えなくなっちゃう(´;ω;｀)<><>VU902kZ60
147<>以下名無しにかわってVIPがお送りします <>sage<>2008/03/18(火) 14:48:37<>俺の人生＼(^o^)／ｵﾜﾀ<><>s/8FwLr60
148<>以下名無しにかわってVIPがお送りします <><>2008/03/18(火) 16:57:07<>カチューシャにお注射しちゃるｗ<><>GosBX4ako
