以下、名無しにかわりましてVIPがお送りします。<><>2007/08/25(土) 00:09:52.12 ID:m582XRx50<> ○まとめ&nbsp;&nbsp; <br> ttp://viptravel2007.blog105.fc2.com/&nbsp;&nbsp; <br> ttp://tabi.shiroro.com/07/abe/&nbsp;&nbsp; <br> ○応援ミク（下は携帯用）&nbsp;&nbsp; <br> ttp://mixi.jp/view_community.pl?id=2482745&nbsp;&nbsp; <br> ttp://m.mixi.jp/view_community.pl?id=2482745&nbsp;&nbsp; <br> ○避難所&nbsp;&nbsp; <br> ttp://tabi.shiroro.com/bbs/test/mread.cgi/tabi/1186121401/&nbsp;&nbsp; <br> ○プロローグ&nbsp;&nbsp; <br> ttp://mimizun.com/search/perl/dattohtml.pl?http://mimizun.com/log/2ch/news4vip/wwwww.2ch.net/news4vip/kako/1181/11816/1181662072.dat&nbsp;&nbsp; <br>  <br> 前スレ&nbsp;&nbsp; <br> http://wwwww.2ch.net/test/read.cgi/news4vip/1187964357/l50 <br>  <br> あべ氏最後のレス <br>  <br> 21&nbsp;名前：&nbsp;あべ&nbsp;◆uMmGs86jSY&nbsp;投稿日：&nbsp;2007/08/24(金)&nbsp;23:46:43.67&nbsp;ID:WIMGpSVPO <br> <a href="../test/read.cgi/news4vip/1187968192/18" target="_blank">&gt;&gt;18</a>&nbsp; <br> 噴水広場で僕も噴水しそうです＞＜&nbsp; <br>  <br>  <br> いきなりＤＡＴ落ちだもんな・・・orz <br>  <br>  <>ニートすぎて東京から沖縄まで歩いてくるわ【大阪→近畿のどこか】
 </b>◆UHOwwUVHkQ <b><><>2007/08/25(土) 00:12:13.67 ID:xgiA0seB0<> 自動入れますた <>
以下、名無しにかわりましてVIPがお送りします。<><>2007/08/25(土) 01:15:22.62 ID:zgmk3J5w0<> スレ２つね？ <>
 </b>◆UHOwwUVHkQ <b><>自動 *<>2007/08/25(土) 01:20:47.64 ID:xgiA0seB0<> のしのし <>
20時頃のVIPPER<>sage<>2007/08/25(土) 01:20:57.41 ID:NM5ccfoQ0<> 別れ際にあべさんと握手した。 <br> その手は黒く、たくましく、毛に覆われ、そして生暖かかった。 <br> 繋がった瞬間、愛を感じた。 <br> また握りたいと思った。 <br>  <br> 無理せずがんがってくださいな <>
 </b>◆UHOwwUVHkQ <b><>自動 *<>2007/08/25(土) 01:25:56.76 ID:xgiA0seB0<> のしのし <>
 </b>◆UHOwwUVHkQ <b><>自動 *<>2007/08/25(土) 01:32:45.34 ID:xgiA0seB0<> のしのし <>
 </b>◆UHOwwUVHkQ <b><>自動 *<>2007/08/25(土) 01:39:32.22 ID:xgiA0seB0<> のしのし <>
以下、名無しにかわりましてVIPがお送りします。<><>2007/08/25(土) 01:39:42.67 ID:s1+9XUnt0<> 元気にのしのし <>
以下、名無しにかわりましてVIPがお送りします。<><>2007/08/25(土) 01:41:03.85 ID:8shiKgpW0<> 帰宅☆ <br> こちらも自動設定完了 <>
以下、名無しにかわりましてVIPがお送りします。<><>2007/08/25(土) 01:47:38.06 ID:8shiKgpW0<> ☆ <>
以下、名無しにかわりましてVIPがお送りします。<><>2007/08/25(土) 01:48:49.48 ID:s1+9XUnt0<> 楽しくのしのし <>
以下、名無しにかわりましてVIPがお送りします。<>sage<>2007/08/25(土) 01:50:35.13 ID:Z78dymNv0<> のしゅ <>
以下、名無しにかわりましてVIPがお送りします。<><>2007/08/25(土) 01:55:54.20 ID:8shiKgpW0<> ☆ <>
 </b>◆UHOwwUVHkQ <b><>自動 *<>2007/08/25(土) 02:01:31.77 ID:xgiA0seB0<> のしのし <>
以下、名無しにかわりましてVIPがお送りします。<><>2007/08/25(土) 02:01:33.47 ID:d8mnIiYL0<> ☆ <>
以下、名無しにかわりましてVIPがお送りします。<><>2007/08/25(土) 02:06:27.09 ID:s1+9XUnt0<> うほうほのしのし <>
以下、名無しにかわりましてVIPがお送りします。<>sage<>2007/08/25(土) 02:15:00.45 ID:oh5du61l0<> のしのし <>
以下、名無しにかわりましてVIPがお送りします。<><>2007/08/25(土) 02:15:55.24 ID:8shiKgpW0<> ☆ <>
以下、名無しにかわりましてVIPがお送りします。<><>2007/08/25(土) 02:23:56.15 ID:s1+9XUnt0<> ニヤニヤのしのし <>
以下、名無しにかわりましてVIPがお送りします。<><>2007/08/25(土) 02:24:16.94 ID:y1r5ZI20O<> 保守 <>
 </b>◆UHOwwUVHkQ <b><>自動 *<>2007/08/25(土) 02:33:41.33 ID:xgiA0seB0<> のしのし <>
 </b>◆UHOwwUVHkQ <b><>自動 *<>2007/08/25(土) 02:43:50.71 ID:xgiA0seB0<> のしのし <>
以下、名無しにかわりましてVIPがお送りします。<><>2007/08/25(土) 02:47:33.08 ID:+cPRxzVPO<> ほしゅのしのし <br> 今日のあべちゃんの話を元に昨晩野宿した公園をスネークしてきたぜwwww <br> なんかすごい公園やった… <br> めっちゃ小さい水道でﾜﾗﾀ <br> なんか小さい白いﾊﾞｹﾂあったが覚えてるかい？ <br> 今日はヤ○キーの方たちが一生懸命バイクいじくってた <br> ﾌﾗｲﾃﾞｰﾅｲﾄはｺﾜｽ <br> 今晩は菊を保守できるのかwwww <br>  <br> http://imepita.jp/20070825/093820 <>
以下、名無しにかわりましてVIPがお送りします。<><>2007/08/25(土) 02:59:37.60 ID:xTdwWTCR0<> ほ <>
以下、名無しにかわりましてVIPがお送りします。<><>2007/08/25(土) 03:06:34.47 ID:nj/nGcMn0<> ほも <>
以下、名無しにかわりましてVIPがお送りします。<><>2007/08/25(土) 03:25:42.91 ID:nj/nGcMn0<> 大 <>
以下、名無しにかわりましてVIPがお送りします。<><>2007/08/25(土) 03:37:45.45 ID:ArI9xipOO<> 量 <>
以下、名無しにかわりましてVIPがお送りします。<>sage<>2007/08/25(土) 03:37:56.78 ID:uURkqQRI0<> このスレの&gt;&gt;５７５があるVIPPERにたいしてコロシテしまったらごめん発言。 <br> 探してころしてやると言ってる。 <br> ちなみに&gt;&gt;７１９がころしてしまったらごめんなさいな理由みたい。 <br> いくらなんでも特定→探す→やっちゃったらごめんはないだろ。 <br> スレの流れ的に悪いことしたわけではないのにやりすぎな件。 <br>  <br> <a href="../test/read.cgi/news4vip/1187968192/737" target="_blank">&gt;&gt;737</a>ではVIPPERみんなをバカ共呼ばわりしてるお。 <br> みんな頼む、VIPの力と怖さを教えてあげてくれ・・・ <br> http://money6.2ch.net/test/read.cgi/pachij/1184599742/ <br>  <br> 後は任せましたお（　＾ω＾）つ <>
以下、名無しにかわりましてVIPがお送りします。<><>2007/08/25(土) 03:52:41.13 ID:xTdwWTCR0<> ほ <>
以下、名無しにかわりましてVIPがお送りします。<><>2007/08/25(土) 03:58:12.68 ID:Ah4YYvU9O<> も <>
以下、名無しにかわりましてVIPがお送りします。<>sage<>2007/08/25(土) 04:15:26.87 ID:A2WfEoBO0<> ほしゅ <>
以下、名無しにかわりましてVIPがお送りします。<><>2007/08/25(土) 04:34:32.01 ID:xTdwWTCR0<> ほ <>
以下、名無しにかわりましてVIPがお送りします。<>sage<>2007/08/25(土) 04:44:26.92 ID:A2WfEoBO0<> ほしゅ <>
以下、名無しにかわりましてVIPがお送りします。<><>2007/08/25(土) 05:02:45.72 ID:xTdwWTCR0<> ほす <>
以下、名無しにかわりましてVIPがお送りします。<><>2007/08/25(土) 05:19:28.71 ID:xTdwWTCR0<> ほ <>
 </b>◆UHOwwUVHkQ <b><><>2007/08/25(土) 05:30:50.37 ID:xgiA0seB0<> おはよーﾉｼ <br> ID:8shiKgpW0氏もいるようなので自動切りますね。 <br>  <>
以下、名無しにかわりましてVIPがお送りします。<><>2007/08/25(土) 06:00:10.86 ID:XI5Csle+O<> のしのし <>
